row_label_raw,row_label_full,col_0,"Kinh doanh thươngmại, dịch vụ",Kinh doanh hạ tầngkhu công nghiệp,Các hoạt động khác,Tổng cộng các bộphận,Loại trừ,Tổng cộng toàndoanh nghiệp,"numeric__Kinh doanh thươngmại, dịch vụ",numeric__Kinh doanh hạ tầngkhu công nghiệp,numeric__Các hoạt động khác,numeric__Tổng cộng các bộphận,numeric__Loại trừ,numeric__Tổng cộng toàndoanh nghiệp
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,994.580.650.746,302.581.172.458,191.080.654.400,1.488.242.477.604,-,1.488.242.477.604,994580650746.0,302581172458.0,191080654400.0,1488242477604.0,,1488242477604.0
Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,Lợi nhuận từ hoạt động kinh doanh,194.521.375.799,149.404.212.812,16.141.414.294,360.067.002.905,-,360.067.002.905,194521375799.0,149404212812.0,16141414294.0,360067002905.0,,360067002905.0
Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,87.589.075.438,27.086.840.865,359.590.000,115.035.506.303,-,115.035.506.303,87589075438.0,27086840865.0,359590000.0,115035506303.0,,115035506303.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,4.622.378.411.461,1.195.389.013.519,127.540.411.256,5.945.307.836.236,-,5.945.307.836.236,4622378411461.0,1195389013519.0,127540411256.0,5945307836236.0,,5945307836236.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,4.622.378.411.461,1.195.389.013.519,127.540.411.256,5.945.307.836.236,-,5.945.307.836.236,4622378411461.0,1195389013519.0,127540411256.0,5945307836236.0,,5945307836236.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,1.166.647.668.221,495.541.651.014,38.576.026.528,1.700.765.345.763,-,1.700.765.345.763,1166647668221.0,495541651014.0,38576026528.0,1700765345763.0,,1700765345763.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,-,-,-,215.182.524.724,-,215.182.524.724,,,,215182524724.0,,215182524724.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,1.166.647.668.221,495.541.651.014,38.576.026.528,1.915.947.870.487,-,1.915.947.870.487,1166647668221.0,495541651014.0,38576026528.0,1915947870487.0,,1915947870487.0
