row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2021 > VND,01/01/2021 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2021 > VND,numeric__01/01/2021 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.915.947.870.487,2.438.922.113.635,,,1915947870487.0,2438922113635.0
310,310,310,I. Nợ ngắn hạn,,1.470.867.584.545,1.904.288.477.855,,,1470867584545.0,1904288477855.0
311,311,311,1. Phải trả người bán ngắn hạn,17,37.389.443.909,32.619.286.108,,17.0,37389443909.0,32619286108.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,22.974.901.402,48.067.125.342,,18.0,22974901402.0,48067125342.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,28.052.081.673,18.082.670.158,,20.0,28052081673.0,18082670158.0
314,314,314,4. Phải trả người lao động,,29.687.828.238,26.328.591.295,,,29687828238.0,26328591295.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,510.863.953.740,459.907.908.174,,21.0,510863953740.0,459907908174.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,8.740.926.620,12.310.794.568,,19.0,8740926620.0,12310794568.0
319,319,319,7. Phải trả ngắn hạn khác,22,651.888.406.336,1.145.336.238.241,,22.0,651888406336.0,1145336238241.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,158.286.963.266,150.725.768.831,,16.0,158286963266.0,150725768831.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,22.983.079.361,10.910.095.138,,,22983079361.0,10910095138.0
330,330,330,II. Nợ dài hạn,,445.080.285.942,534.633.635.780,,,445080285942.0,534633635780.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,19,29.097.911.072,23.011.417.972,,19.0,29097911072.0,23011417972.0
337,337,337,2. Phải trả dài hạn khác,22,68.727.644.403,66.778.502.877,,22.0,68727644403.0,66778502877.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,16,131.077.205.743,232.403.008.162,,16.0,131077205743.0,232403008162.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,36,215.182.524.724,211.445.706.769,,36.0,215182524724.0,211445706769.0
342,342,342,5. Dự phòng phải trả dài hạn,,995.000.000,995.000.000,,,995000000.0,995000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.029.359.965.749,4.025.663.758.133,,,4029359965749.0,4025663758133.0
410,410,410,I. Vốn chủ sở hữu,23,4.029.359.965.749,4.025.663.758.133,,23.0,4029359965749.0,4025663758133.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
411a,411a,411a,,Cổ phiếu phố thông có quyền biểu quyết,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,11.949.349.305,11.949.349.305,,,11949349305.0,11949349305.0
416,416,416,3. Chênh lệch đánh giá lại tài sản,,(35.469.525.274),(35.469.525.274),,,-35469525274.0,-35469525274.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,24,(46.093.514.343),10.193.697.775,,24.0,-46093514343.0,10193697775.0
418,418,418,5. Quỹ đầu tư phát triển,,55.367.268.821,45.088.685.544,,,55367268821.0,45088685544.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,561.017.546.224,473.421.504.824,,,561017546224.0,473421504824.0
421a,421a,421a,,LNST chưa phân phối lũy kế đến cuối năm trước,383.006.784.824,75.187.623.760,,,383006784824.0,75187623760.0
421b,421b,421b,,LNST chưa phân phối năm nay,178.010.761.400,398.233.881.064,,,178010761400.0,398233881064.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,482.588.841.016,520.480.045.959,,,482588841016.0,520480045959.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.945.307.836.236,6.464.585.871.768,,,5945307836236.0,6464585871768.0
