row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu Công ty CP Đầu tu và Phát triển Tân Thành,a) Ngắn hạn > - Phải thu Công ty CP Đầu tu và Phát triển Tân Thành,- Phải thu Công ty CP Đầu tu và Phát triển Tân Thành,128.714.225.213,(2.304.981.103),5.983.523.844,-,128714225213.0,-2304981103.0,5983523844.0,
+ Tiền lãi cho vay ngắn hạn,a) Ngắn hạn > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,12.830.044.391,(2.304.981.103),5.983.523.844,-,12830044391.0,-2304981103.0,5983523844.0,
+ Tiền lãi bổ sung theo thỏa thuận (1),a) Ngắn hạn > + Tiền lãi bổ sung theo thỏa thuận (1),+ Tiền lãi bổ sung theo thỏa thuận (1),115.884.180.822,-,-,-,115884180822.0,,,
"- Phải thu lãi tiền gửi, lãi cho vay","a) Ngắn hạn > - Phải thu lãi tiền gửi, lãi cho vay","- Phải thu lãi tiền gửi, lãi cho vay",10.094.588.219,-,3.857.300.655,-,10094588219.0,,3857300655.0,
- Phải thu về tạm ứng,a) Ngắn hạn > - Phải thu về tạm ứng,- Phải thu về tạm ứng,14.623.876.196,-,14.676.995.048,-,14623876196.0,,14676995048.0,
- Phải thu cổ tức và lợi nhuận được chia,a) Ngắn hạn > - Phải thu cổ tức và lợi nhuận được chia,- Phải thu cổ tức và lợi nhuận được chia,-,-,28.102.456.000,-,,,28102456000.0,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (2),a) Ngắn hạn > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (2),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (2),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu Công ty Cổ phần Hưng Vương,a) Ngắn hạn > - Phải thu Công ty Cổ phần Hưng Vương,- Phải thu Công ty Cổ phần Hưng Vương,-,-,27.612.000.000,-,,,27612000000.0,
- Phải thu các cổ đông khác tiền góp vốn,a) Ngắn hạn > - Phải thu các cổ đông khác tiền góp vốn,- Phải thu các cổ đông khác tiền góp vốn,-,-,20.822.355.580,-,,,20822355580.0,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,2.036.646.138,-,1.475.759.941,-,2036646138.0,,1475759941.0,
,,,243.455.758.363,(2.304.981.103),190.516.813.665,-,243455758363.0,-2304981103.0,190516813665.0,
