row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty TNHH Box - Pak,a) Ngắn hạn > - Công ty TNHH Box - Pak,- Công ty TNHH Box - Pak,16.364.491.770,-,22.800.709.250,-,16364491770.0,,22800709250.0,
- Công ty TNHH Đông Tuán Việt Nam,a) Ngắn hạn > - Công ty TNHH Đông Tuán Việt Nam,- Công ty TNHH Đông Tuán Việt Nam,23.906.919.284,-,21.180.630.337,-,23906919284.0,,21180630337.0,
- Công ty TNHH Sữa Nutribiz,a) Ngắn hạn > - Công ty TNHH Sữa Nutribiz,- Công ty TNHH Sữa Nutribiz,15.941.770.430,-,-,-,15941770430.0,,,
- Công ty TNHH Công Nghiệp Carbotec Việt Nam,a) Ngắn hạn > - Công ty TNHH Công Nghiệp Carbotec Việt Nam,- Công ty TNHH Công Nghiệp Carbotec Việt Nam,9.697.994.515,-,9.680.009.275,-,9697994515.0,,9680009275.0,
- Các khách hàng khác,a) Ngắn hạn > - Các khách hàng khác,- Các khách hàng khác,166.891.757.998,(3.165.377.510),123.036.933.502,(572.198.765),166891757998.0,-3165377510.0,123036933502.0,-572198765.0
,,,232.802.933.997,(3.165.377.510),176.698.282.364,(572.198.765),232802933997.0,-3165377510.0,176698282364.0,-572198765.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
- Công ty Cổ phần An Bình (1),b) Dài hạn > - Công ty Cổ phần An Bình (1),- Công ty Cổ phần An Bình (1),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
- Công ty Cổ phần Bất Đông Sản U&I (2),b) Dài hạn > - Công ty Cổ phần Bất Đông Sản U&I (2),- Công ty Cổ phần Bất Đông Sản U&I (2),204.512.681.143,-,204.512.681.143,,204512681143.0,,204512681143.0,
,,,264.512.681.143,-,264.512.681.143,,264512681143.0,,264512681143.0,
c) Trong đó: Phải thu khách hàng là các bên liên quan,b) Dài hạn > c) Trong đó: Phải thu khách hàng là các bên liên quan,c) Trong đó: Phải thu khách hàng là các bên liên quan,204.512.681.143,-,204.512.681.143,,204512681143.0,,204512681143.0,
