row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
,,,Mối quan hệ,VND,VND,,,
Cho vay,Cho vay,Cho vay,,109.000.000.000,264.000.000.000,,109000000000.0,264000000000.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,97.000.000.000,94.000.000.000,,97000000000.0,94000000000.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,12.000.000.000,170.000.000.000,,12000000000.0,170000000000.0
Thu hồi nợ cho vay,Thu hồi nợ cho vay,Thu hồi nợ cho vay,,274.573.348.938,63.000.000.000,,274573348938.0,63000000000.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,85.000.000.000,63.000.000.000,,85000000000.0,63000000000.0
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,7.573.348.938,-,,7573348938.0,
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,182.000.000.000,-,,182000000000.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,3.175.911.999,2.890.659.145,,3175911999.0,2890659145.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,163.133.245,419.375.529,,163133245.0,419375529.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,781.150.577,239.655.440,,781150577.0,239655440.0
