row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,2.231.628.177,2.231.628.176,,2231628177.0,2231628176.0
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",,230.866.819.000,177.769.503.500,,230866819000.0,177769503500.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,225.000.000.000,135.000.000.000,,225000000000.0,135000000000.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,-,4.635.180.000,,,4635180000.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,5.866.819.000,38.134.323.500,,5866819000.0,38134323500.0
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,,2.619.303.792,2.258.182.049,,2619303792.0,2258182049.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,604.310.343,20.800.000,,604310343.0,20800000.0
- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,Công ty liên kết,194.976.637,285.543.049,,194976637.0,285543049.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,127.224.175,-,,127224175.0,
- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Hạnh Phúc,Công ty liên kết,5.513.637,-,,5513637.0,
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,1.687.279.000,1.951.839.000,,1687279000.0,1951839000.0
Nhận lãi chậm thanh toán,Nhận lãi chậm thanh toán,Nhận lãi chậm thanh toán,,163.896.010,6.384.805.173,,163896010.0,6384805173.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,163.896.010,6.384.805.173,,163896010.0,6384805173.0
Chi phí đi vay,Chi phí đi vay,Chi phí đi vay,,-,4.710.416.665,,,4710416665.0
- Tỉnh ủy Bình Dương,- Tỉnh ủy Bình Dương,- Tỉnh ủy Bình Dương,Cổ đông Nhà nước,-,4.710.416.665,,,4710416665.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,20.435.888.715,15.553.501.778,,20435888715.0,15553501778.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,15.434.288.715,14.552.077.121,,15434288715.0,14552077121.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,5.001.600.000,1.001.424.657,,5001600000.0,1001424657.0
Thanh toán theo cam kết bảo lãnh,Thanh toán theo cam kết bảo lãnh,Thanh toán theo cam kết bảo lãnh,,-,222.921.129.030,,,222921129030.0
- Công ty TNHH Phát triển,- Công ty TNHH Phát triển,- Công ty TNHH Phát triển,Cổ đông lớn,-,222.921.129.030,,,222921129030.0
