row_label_raw,row_label_full,col_0,Môi quan hệ,31/12/2021,01/01/2021,numeric__Môi quan hệ,numeric__31/12/2021,numeric__01/01/2021
,,,Môi quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
- Công ty Cổ phần Bất động sản U&I (*),- Công ty Cổ phần Bất động sản U&I (*),- Công ty Cổ phần Bất động sản U&I (*),(*),204.512.681.143,204.512.681.143,,204512681143.0,204512681143.0
(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I.,,,
Phải thu về cho vay,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu về cho vay,Phải thu về cho vay,,181.035.237.982,346.608.586.920,,181035237982.0,346608586920.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,180.347.102.061,168.347.102.061,,180347102061.0,168347102061.0
- Công ty TNHH YCH-PROTRADE,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,Công ty liên kết,688.135.921,8.261.484.859,,688135921.0,8261484859.0
- Công ty CP Hung Vượng,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Hung Vượng,- Công ty CP Hung Vượng,Công ty liên kết,-,170.000.000.000,,,170000000000.0
Phải thu ngắn hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,129.122.625.631,62.068.064.459,,129122625631.0,62068064459.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,408.400.418,370.084.615,,408400418.0,370084615.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,128.714.225.213,5.983.523.844,,128714225213.0,5983523844.0
- Công ty CP May mặc Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,Công ty liên kết,-,23.467.276.000,,,23467276000.0
- Công ty CP Hung Vượng,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Hung Vượng,- Công ty CP Hung Vượng,Công ty liên kết,-,32.247.180.000,,,32247180000.0
Phải thu dài hạn khác,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải thu dài hạn khác,Phải thu dài hạn khác,,29.984.465.152,137.280.877.806,,29984465152.0,137280877806.0
- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty Cổ phần Đầu tư và Phát triển Tân Thành,- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,Công ty liên kết,29.984.465.152,137.280.877.806,,29984465152.0,137280877806.0
Phải trả người bán ngắn hạn,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,215.386.715,43.041.650,,215386715.0,43041650.0
- Công ty CP Phát triển Phú Mỹ,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,Công ty liên kết,19.884.000,43.041.650,,19884000.0,43041650.0
- Công ty CP Đầu tư và Phát triển Tân Thành,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,Công ty liên kết,195.502.715,-,,195502715.0,
Phải trả khác ngắn hạn,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > Phải trả khác ngắn hạn,Phải trả khác ngắn hạn,,601.023.889.844,1.095.233.570.937,,601023889844.0,1095233570937.0
- Tinh ủy Bình Dương,(*) Công ty có liên quan của cổ đông lớn - Công ty Cổ phần Đầu tư U&I. > - Tinh ủy Bình Dương,- Tinh ủy Bình Dương,Cổ đông Nhà Nước,601.023.889.844,1.095.233.570.937,,601023889844.0,1095233570937.0
