row_label_raw,row_label_full,Thuế giá trị gia tăng,Ngày 31 tháng12 năm 2021Triệu đồng > 2.128,Phát sinh trong năm > Số phải nộpTriệu đồng > 17.869,Phát sinh trong năm > Số đã nộpTriệu đồng > (18.343),Ngày 31 tháng12 năm 2022Triệu đồng > 1.654,numeric__Ngày 31 tháng12 năm 2021Triệu đồng > 2.128,numeric__Phát sinh trong năm > Số phải nộpTriệu đồng > 17.869,numeric__Phát sinh trong năm > Số đã nộpTriệu đồng > (18.343),numeric__Ngày 31 tháng12 năm 2022Triệu đồng > 1.654
Thuế TNDN,Thuế TNDN,Thuế TNDN,77.216,458.508,(448.665),87.059,77216.0,458508.0,-448665.0,87059.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,15.245,160.727,(144.681),31.291,15245.0,160727.0,-144681.0,31291.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,14.497,154.580,(139.422),29.655,14497.0,154580.0,-139422.0,29655.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,748,6.032,(5.144),1.636,748.0,6032.0,-5144.0,1636.0
Thuế món bài,Thuế món bài,Thuế món bài,-,115,(115),-,,115.0,-115.0,
,,,94.589,637.104,(611.689),120.004,94589.0,637104.0,-611689.0,120004.0
