row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Công ty con,Công ty con,Công ty con,Tiền gửi có kỳ hạn,(79.000),(76.000),,-79000.0,-76000.0
Công ty con,Công ty con,Công ty con,Tiền gửi không kỳ hạn,(3.297),(6.678),,-3297.0,-6678.0
Công ty con,Công ty con,Công ty con,Lãi dự chi,246,196,,246.0,196.0
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền gửi,(99.110),(133.195),,-99110.0,-133195.0
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",Tiền cho vay,68.664,60.697,,68664.0,60697.0
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",Lãi dự chi tiền gửi,(2.653),(1.073),,-2653.0,-1073.0
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",Lãi dự thu cho vay,407,331,,407.0,331.0
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
"Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này","Thành viên Hội đồng Quản trị, Ban kiểm soát và Ban Tổng Giám đốc của Ngân hàng và các bên liên quan đến các cá nhân này",,,,,,
