row_label_raw,row_label_full,Tăng vốn cổ phần tử hoạt động góp vốn và/hoặc phát hành cổ phiếu,2.830.960,col_2,numeric__2.830.960,numeric__col_2
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",(222),(540),-222.0,-540.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,2.830.738,(540),2830738.0,-540.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,2.585.178,6.605.348,2585178.0,6605348.0
Tiền và các khoản tương đương tiền đầu năm 31,Tiền và các khoản tương đương tiền đầu năm 31,Tiền và các khoản tương đương tiền đầu năm 31,23.673.275,17.067.927,23673275.0,17067927.0
Tiền và các khoản tương đương tiền cuối năm 31,Tiền và các khoản tương đương tiền cuối năm 31,Tiền và các khoản tương đương tiền cuối năm 31,26.258.453,23.673.275,26258453.0,23673275.0
