row_label_raw,row_label_full,col_0,Miền BắcTriệu đồng,Miền TrungTriệu đồng,Miền NamTriệu đồng,Tổng bộ phậnđã báo cáoTriệu đồng,Loại trừTriệu đồng,Tổng cộngTriệu đồng,numeric__Miền BắcTriệu đồng,numeric__Miền TrungTriệu đồng,numeric__Miền NamTriệu đồng,numeric__Tổng bộ phậnđã báo cáoTriệu đồng,numeric__Loại trừTriệu đồng,numeric__Tổng cộngTriệu đồng
Doanh thu,Doanh thu,Doanh thu,2.366.145,2.944.947,27.781.603,33.092.695,(18.885.843),14.206.852,2366145.0,2944947.0,27781603.0,33092695.0,-18885843.0,14206852.0
Doanh thu lãi,Doanh thu lãi,Doanh thu lãi,2.334.696,2.901.911,26.615.586,31.852.193,(18.885.843),12.966.350,2334696.0,2901911.0,26615586.0,31852193.0,-18885843.0,12966350.0
Doanh thu từ hoạt động dịch vụ,Doanh thu từ hoạt động dịch vụ,Doanh thu từ hoạt động dịch vụ,18.120,40.136,344.468,402.724,,402.724,18120.0,40136.0,344468.0,402724.0,,402724.0
Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,Doanh thu từ hoạt động kinh doanh khác,13.329,2.900,821.549,837.778,,837.778,13329.0,2900.0,821549.0,837778.0,,837778.0
Chi phí,Chi phí,Chi phí,(2.095.410),(2.603.521),(25.263.987),(29.962.918),18.885.843,(11.077.075),-2095410.0,-2603521.0,-25263987.0,-29962918.0,18885843.0,-11077075.0
Chi phí lãi,Chi phí lãi,Chi phí lãi,(1.880.546),(2.282.759),(22.594.614),(26.757.919),18.885.843,(7.872.076),-1880546.0,-2282759.0,-22594614.0,-26757919.0,18885843.0,-7872076.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,(5.716),(11.642),(93.059),(110.417),,(110.417),-5716.0,-11642.0,-93059.0,-110417.0,,-110417.0
Chi phí liên quan trực tiếp đến hoạt động kinh doanh,Chi phí liên quan trực tiếp đến hoạt động kinh doanh,Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(209.148),(309.120),(2.576.314),(3.094.582),,(3.094.582),-209148.0,-309120.0,-2576314.0,-3094582.0,,-3094582.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,270.735,341.426,2.517.616,3.129.777,,3.129.777,270735.0,341426.0,2517616.0,3129777.0,,3129777.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,857,6.464,(870.714),(863.393),,(863.393),857.0,6464.0,-870714.0,-863393.0,,-863393.0
Kết quả kinh doanh trước thuế,Kết quả kinh doanh trước thuế,Kết quả kinh doanh trước thuế,271.592,347.890,1.646.902,2.266.384,,2.266.384,271592.0,347890.0,1646902.0,2266384.0,,2266384.0
