row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,284.663,302.736,284663.0,302736.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,258.518,289.839,258518.0,289839.0
Quý khen thưởng và phúc lợi,Quý khen thưởng và phúc lợi,Quý khen thưởng và phúc lợi,26.145,12.897,26145.0,12897.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,1.809.773,765.007,1809773.0,765007.0
Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,Các khoản phải trả trong dịch vụ thanh toánchuyển tiền nhanh,1.518.204,571.106,1518204.0,571106.0
Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,Thuế và các khoản phải trả ngân sách nhà nước,120.004,94.589,120004.0,94589.0
Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản chờ thanh toán trong nghiệp vụ thanh toán,55.755,1.811,55755.0,1811.0
Các khoản tiền giữ hộ và đợi thanh toán,Các khoản tiền giữ hộ và đợi thanh toán,Các khoản tiền giữ hộ và đợi thanh toán,38.116,27.676,38116.0,27676.0
Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,Doanh thu từ hoạt động môi giới bảo hiểm chờ phân bổ,31.752,33.501,31752.0,33501.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,16.542,13.009,16542.0,13009.0
Phải trả về kinh phí công đoàn,Phải trả về kinh phí công đoàn,Phải trả về kinh phí công đoàn,6.265,7.744,6265.0,7744.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,4.092,4.314,4092.0,4314.0
Doanh thu chờ phân bổ khác,Doanh thu chờ phân bổ khác,Doanh thu chờ phân bổ khác,1.587,2.173,1587.0,2173.0
Phải trả khác,Phải trả khác,Phải trả khác,17.456,9.084,17456.0,9084.0
,,,2.094.436,1.067.743,2094436.0,1067743.0
