row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.514.586,1.319.469,1514586.0,1319469.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.375.589,1.206.513,1375589.0,1206513.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,81.645,66.185,81645.0,66185.0
- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,- Chi trợ cấp và chi khác,57.352,46.771,57352.0,46771.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,110.417,108.626,110417.0,108626.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.199.464,795.315,1199464.0,795315.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,308.468,220.555,308468.0,220555.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,227.509,176.061,227509.0,176061.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",205.550,81.798,205550.0,81798.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,168.723,123.578,168723.0,123578.0
"- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","- Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",145.233,128.455,145233.0,128455.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,37.573,29.469,37573.0,29469.0
- Chi về các hoạt động đoàn thể cửa TCTD,- Chi về các hoạt động đoàn thể cửa TCTD,- Chi về các hoạt động đoàn thể cửa TCTD,35.010,6.072,35010.0,6072.0
- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,- Chi phí vật liệu giấy tờ in,29.146,23.354,29146.0,23354.0
- Công tác phí,- Công tác phí,- Công tác phí,16.114,4.654,16114.0,4654.0
"- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)","- Chi phí dự phòng/(hoàn nhập) (không bao gồm dự phòng rủi ro tín dụng, rủi ro chứng khoán)",10.079,(6.784),10079.0,-6784.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,16.059,8.103,16059.0,8103.0
,,,2.824.467,2.223.410,2824467.0,2223410.0
