row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Đồng,Ngày 31 tháng 12năm 2021Đồng,numeric__Ngày 31 tháng 12năm 2022Đồng,numeric__Ngày 31 tháng 12năm 2021Đồng
USD,USD,USD,23.700,22.920,23700.0,22920.0
EUR,EUR,EUR,25.235,25.832,25235.0,25832.0
GBP,GBP,GBP,28.520,30.809,28520.0,30809.0
CAD,CAD,CAD,17.397,17.921,17397.0,17921.0
SGD,SGD,SGD,17.592,16.902,17592.0,16902.0
AUD,AUD,AUD,16.098,16.573,16098.0,16573.0
CHF,CHF,CHF,25.497,24.989,25497.0,24989.0
JPY,JPY,JPY,"179,79","198,08",179.79,198.08
HKD,HKD,HKD,3.022,2.927,3022.0,2927.0
KRW,KRW,KRW,"18,68","19,40",18.68,19.4
Vàng SJC (chỉ),Vàng SJC (chỉ),Vàng SJC (chỉ),6.640.000,6.135.000,6640000.0,6135000.0
