row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22.1,8.878.307.231.969,8.850.850.245.919,,221.0,8878307231969.0,8850850245919.0
02,02,02,2. Các khoản giảm trừ doanh thu,22.1,(501.870.279.526),(641.893.471.300),,221.0,-501870279526.0,-641893471300.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,8.376.436.952.443,8.208.956.774.619,,221.0,8376436952443.0,8208956774619.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,23,(6.973.291.227.574),(6.865.886.954.441),,23.0,-6973291227574.0,-6865886954441.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.403.145.724.869,1.343.069.820.178,,,1403145724869.0,1343069820178.0
21,21,21,6. Doanh thu hoạt động tài chính,22.2,31.829.854.160,17.491.721.007,,222.0,31829854160.0,17491721007.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(313.557.683.979) (275.657.706.840),(477.312.477.594) (311.657.116.852),,25.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,25,(313.557.683.979) (275.657.706.840),(477.312.477.594) (311.657.116.852),,25.0,,
24,24,24,8. Phần lãi trong công ty liên kết,,-,438.088.771,,,,438088771.0
25,25,25,9. Chi phí bán hàng,24,(135.430.576.934),(123.086.610.651),,24.0,-135430576934.0,-123086610651.0
26,26,26,10. Chi phí quản lý doanh nghiệp,24,(187.659.992.197),(192.224.989.602),,24.0,-187659992197.0,-192224989602.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,798.327.325.919,568.375.552.109,,,798327325919.0,568375552109.0
31,31,31,12. Thu nhập khác,26,8.901.167.449,32.199.089.870,,26.0,8901167449.0,32199089870.0
32,32,32,13. Chi phí khác,26,(1.293.976.038),(231.886.540),,26.0,-1293976038.0,-231886540.0
40,40,40,14. Lợi nhuận khác,,7.607.191.411,31.967.203.330,,,7607191411.0,31967203330.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,805.934.517.330,600.342.755.439,,,805934517330.0,600342755439.0
51,51,51,16. Chi phí thuế TNDN hiện hành,28.1,(167.176.001.396),(109.727.818.855),,281.0,-167176001396.0,-109727818855.0
52,52,52,17. Thu nhập (chỉ phí) thuế TNDN hoãn lại,28.1,2.682.366.992,(4.691.763.895),,281.0,2682366992.0,-4691763895.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,641.440.882.926,485.923.172.689,,,641440882926.0,485923172689.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,641.396.790.128,487.592.188.619,,,641396790128.0,487592188619.0
62,62,62,20. Lợi nhuận (lỗ) sau thuế của cổ đông không kiểm soát,,44.092.798,(1.669.015.930),,,44092798.0,-1669015930.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,30,1.681,1.278,,30.0,1681.0,1278.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,30,,1.278,,30.0,,1278.0
