row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc,31/12/2019 > Giá trị ghi số,31/12/2019 > Dư phòng,01/01/2019 > Giá gốc,01/01/2019 > Giá trị ghi số,01/01/2019 > Dư phòng,numeric__31/12/2019 > Giá gốc,numeric__31/12/2019 > Giá trị ghi số,numeric__31/12/2019 > Dư phòng,numeric__01/01/2019 > Giá gốc,numeric__01/01/2019 > Giá trị ghi số,numeric__01/01/2019 > Dư phòng
b1) Ngắn hạn,b1) Ngắn hạn,b1) Ngắn hạn,233.454.610.033,233.454.610.033,,497.600.000.000,497.600.000.000,,233454610033.0,233454610033.0,,497600000000.0,497600000000.0,
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,233.454.610.033,233.454.610.033,,497.600.000.000,497.600.000.000,,233454610033.0,233454610033.0,,497600000000.0,497600000000.0,
b2) Dải hạn,b2) Dải hạn,b2) Dải hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,- Tiền gửi có kỳ hạn,5.110.000.000,5.110.000.000,,5.110.000.000,5.110.000.000,,5110000000.0,5110000000.0,,5110000000.0,5110000000.0,
Cộng,Cộng,Cộng,238.564.610.033,238.564.610.033,,502.710.000.000,502.710.000.000,,238564610033.0,238564610033.0,,502710000000.0,502710000000.0,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,31/12/2019,31/12/2019,31/12/2019,01/01/2019,01/01/2019,01/01/2019,,,,,,
c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,c) Đầu tư góp vốn vào đơn vị khác,Giá gốc,Giá hợp lý,Dư phòng,Giá gốc,Giá hợp lý,Dư phòng,,,,,,
Đầu tư vào công ty con,c) Đầu tư góp vốn vào đơn vị khác > Đầu tư vào công ty con,Đầu tư vào công ty con,2.270.298.873.712,552.149.647.400,(3.631.777.347),1.546.298.873.712,747.528.171.720,(4.055.782.732),2270298873712.0,552149647400.0,-3631777347.0,1546298873712.0,747528171720.0,-4055782732.0
+ Công ty TNHH Dũng Thịnh Phát (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty TNHH Dũng Thịnh Phát (*),+ Công ty TNHH Dũng Thịnh Phát (*),33.000.000.000,,,33.000.000.000,,,33000000000.0,,,33000000000.0,,
+ Công ty Cổ phần Du Lịch Đồng Tháp (*),c) Đầu tư góp vốn vào đơn vị khác > + Công ty Cổ phần Du Lịch Đồng Tháp (*),+ Công ty Cổ phần Du Lịch Đồng Tháp (*),57.391.109.800,,,45.391.109.800,,,57391109800.0,,,45391109800.0,,
