row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2019,Năm 2018,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2019,numeric__Năm 2018
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,4.555.724.981.520,3.417.436.945.756,,,4555724981520.0,3417436945756.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,171.766.214.601,73.012.643.317,,,171766214601.0,73012643317.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch,,4.383.958.766.919,3.344.424.302.439,,,4383958766919.0,3344424302439.0
11,11,11,4. Giá vốn hàng bán,VI.03,4.079.806.626.354,3.080.507.531.465,,,4079806626354.0,3080507531465.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,304.152.140.565,263.916.770.974,,,304152140565.0,263916770974.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,261.991.657.975,235.644.616.301,,,261991657975.0,235644616301.0
22,22,22,7. Chi phí tài chính,VI.05,99.814.644.136,106.376.568.587,,,99814644136.0,106376568587.0
23,23,23,Trong đó: Chi phí lãi vay,,94.347.656.439,38.387.495.513,,,94347656439.0,38387495513.0
24,24,24,8. Chi phí bán hàng,VI.06,33.744.254.505,33.858.324.728,,,33744254505.0,33858324728.0
25,25,25,9. Chi phí quản lý doanh nghiệp,VI.06,112.623.808.509,73.157.295.116,,,112623808509.0,73157295116.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,319.961.091.390,286.169.198.844,,,319961091390.0,286169198844.0
31,31,31,11. Thu nhập khác,VI.07,80.855.298.518,7.278.532.316,,,80855298518.0,7278532316.0
32,32,32,12. Chi phí khác,VI.08,13.364.670.218,2.080.812.627,,,13364670218.0,2080812627.0
40,40,40,13. Lợi nhuận khác,,67.490.628.300,5.197.719.689,,,67490628300.0,5197719689.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,387.451.719.690,291.366.918.533,,,387451719690.0,291366918533.0
51,51,51,15. Chi phí thuế TNDN hiện hành,VI.10,13.053.392.966,37.918.123.604,,,13053392966.0,37918123604.0
52,52,52,16. Chi phí thuế TNDN hoãn lại,,,,,,,
60,52 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,374.398.326.724,253.448.794.929,,,374398326724.0,253448794929.0
