row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2019,01/01/2019,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2019,numeric__01/01/2019
100,100,100,A. TÀI SẢN NGẮN HẠN,,2.394.401.071.363,3.230.706.662.660,,,2394401071363.0,3230706662660.0
110,110,110,I. Tiền và các khoản tương đương tiền,V.01,136.693.001.410,130.030.200.092,,,136693001410.0,130030200092.0
111,111,111,1. Tiền,,76.469.348.560,50.346.697.653,,,76469348560.0,50346697653.0
112,112,112,2. Các khoản tương đương tiền,,60.223.652.850,79.683.502.439,,,60223652850.0,79683502439.0
120,120,120,II. Đầu tư tài chính ngắn hạn,V.02,233.454.610.033,497.600.000.000,,,233454610033.0,497600000000.0
121,121,121,1. Chứng khoán kinh doanh,,,,,,,
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh (*),,,,,,,
123,122 > 123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,233.454.610.033,497.600.000.000,,,233454610033.0,497600000000.0
130,122 > 130,130,III. Các khoản phải thu ngắn hạn,,899.563.443.994,1.512.707.505.324,,,899563443994.0,1512707505324.0
131,122 > 131,131,1. Phải thu ngắn hạn của khách hàng,V.03,374.171.006.613,425.245.697.680,,,374171006613.0,425245697680.0
132,122 > 132,132,2. Trà trước cho người bán ngắn hạn,,356.150.413.709,857.999.201.034,,,356150413709.0,857999201034.0
133,133,133,3. Phải thu nội bộ ngắn hạn,,,,,,,
134,134,134,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,,,,,,,
135,135,135,5. Phải thu về cho vay ngắn hạn,,,,,,,
136,135 > 136,136,6. Phải thu ngắn hạn khác,V.04,179.116.644.140,229.462.606.610,,,179116644140.0,229462606610.0
137,135 > 137,137,7. Dự phòng phải thu ngắn hạn khó đòi (*),V.05,(9.874.620.468),,,,-9874620468.0,
139,139,139,8. Tài sản thiếu chờ xử lý,,,,,,,
140,139 > 140,140,IV. Hàng tồn kho,V.06,1.106.404.258.699,1.080.592.600.449,,,1106404258699.0,1080592600449.0
141,139 > 141,141,1. Hàng tồn kho,,1.106.404.258.699,1.080.592.600.449,,,1106404258699.0,1080592600449.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho (*),,,,,,,
150,149 > 150,150,V. Tài sản ngắn hạn khác,,18.285.757.227,9.776.356.795,,,18285757227.0,9776356795.0
151,151,151,1. Chi phí trả trước ngắn hạn,,,,,,,
152,151 > 152,152,2. Thuế GTGT được khấu trừ,,12.339.172.905,4.766.409.576,,,12339172905.0,4766409576.0
153,151 > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,V.15,5.946.584.322,5.009.947.219,,,5946584322.0,5009947219.0
154,154,154,4. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,
155,155,155,5. Tài sản ngắn hạn khác,,,,,,,
