row_label_raw,row_label_full,19. 2. Chi tiết vốn góp của chủ sở hữu,31/12/2019,%,01/01/2019,%_1,numeric__31/12/2019,numeric__%,numeric__01/01/2019,numeric__%_1
Vốn góp của Nhà nước,Vốn góp của Nhà nước,Vốn góp của Nhà nước,,,,,,,,
Vốn góp của các đối tượng khác,Vốn góp của Nhà nước > Vốn góp của các đối tượng khác,Vốn góp của các đối tượng khác,2.588.678.490.000,"100,00%",2.419.338.530.000,"100,00%",2588678490000.0,1.0,2419338530000.0,1.0
Cộng,Vốn góp của Nhà nước > Cộng,Cộng,2.588.678.490.000,"100,00%",2.419.338.530.000,"100,00%",2588678490000.0,1.0,2419338530000.0,1.0
