row_label_raw,row_label_full,"Chi phí nguyên, vật liệu",col_1,848.700,numeric__col_1,numeric__848.700
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",14.841.877.122,12.187.206.997,14841877122.0,12187206997.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,34.896.550.214,24.866.024.182,34896550214.0,24866024182.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,7.256.988.367,4.093.176.551,7256988367.0,4093176551.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,9.874.620.468,,9874620468.0,
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",66.129.918,5.500.000,66129918.0,5500000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,22.055.604.899,15.778.298.134,22055604899.0,15778298134.0
Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,23.632.037.521,16.226.240.552,23632037521.0,16226240552.0
Cộng,Cộng,Cộng,112.623.808.509,73.157.295.116,112623808509.0,73157295116.0
