row_label_raw,row_label_full,col_0,31/12/2019 > Già trị,31/12/2019 > Số có khả năng trả ng,Trong năm > Tăng,Trong năm > Giảm,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả ng,numeric__31/12/2019 > Già trị,numeric__31/12/2019 > Số có khả năng trả ng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả ng
"b) Vay dài hạn,","b) Vay dài hạn,","b) Vay dài hạn,",1.847.437.040.089,1.847.437.040.089,1.838.115.988.426,394.337.151.766,403.658.203.429,403.658.203.429,1847437040089.0,1847437040089.0,1838115988426.0,394337151766.0,403658203429.0,403658203429.0
Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,449.398.553.258,449.398.553.258,440.077.501.595,394.337.151.766,403.658.203.429,403.658.203.429,449398553258.0,449398553258.0,440077501595.0,394337151766.0,403658203429.0,403658203429.0
- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,- Ngân hàng TMCP Liên Việt An Giang,,,,27.044.250.000,27.044.250.000,27.044.250.000,,,,27044250000.0,27044250000.0,27044250000.0
- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,- Ngân hàng Ngoại thương An Giang,,,,13.585.130.000,13.585.130.000,13.585.130.000,,,,13585130000.0,13585130000.0,13585130000.0
- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,- Ngân hàng TMCP Quốc Dân An Giang,12.721.000.000,12.721.000.000,,2.550.000.000,15.271.000.000,15.271.000.000,12721000000.0,12721000000.0,,2550000000.0,15271000000.0,15271000000.0
- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,- Ngân hàng TMCP Tiên Phong An Giang,47.916.666.675,47.916.666.675,,24.999.999.996,72.916.666.671,72.916.666.671,47916666675.0,47916666675.0,,24999999996.0,72916666671.0,72916666671.0
- Ngân hàng LD Việt Nga CN TP HCM,- Ngân hàng LD Việt Nga CN TP HCM,- Ngân hàng LD Việt Nga CN TP HCM,,,,4.996.000.000,4.996.000.000,4.996.000.000,,,,4996000000.0,4996000000.0,4996000000.0
- Ngân hàng Đại Chứng CN An Giang,- Ngân hàng Đại Chứng CN An Giang,- Ngân hàng Đại Chứng CN An Giang,24.000.000.000,24.000.000.000,,8.000.000.000,32.000.000.000,32.000.000.000,24000000000.0,24000000000.0,,8000000000.0,32000000000.0,32000000000.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,364.760.886.583,364.760.886.583,440.077.501.595,313.161.771.770,237.845.156.758,237.845.156.758,364760886583.0,364760886583.0,440077501595.0,313161771770.0,237845156758.0,237845156758.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,1.398.038.486.831,1.398.038.486.831,1.398.038.486.831,,,,1398038486831.0,1398038486831.0,1398038486831.0,,,
- Ngân hàng TMCP Phát Triển Tp HCM,- Ngân hàng TMCP Phát Triển Tp HCM,- Ngân hàng TMCP Phát Triển Tp HCM,1.398.038.486.831,1.398.038.486.831,1.398.038.486.831,,,,1398038486831.0,1398038486831.0,1398038486831.0,,,
Công,Công,Công,2.866.265.219.069,2.866.265.219.069,4.832.877.322.648,3.146.580.491.585,1.179.968.388.006,1.179.968.388.006,2866265219069.0,2866265219069.0,4832877322648.0,3146580491585.0,1179968388006.0,1179968388006.0
