row_label_raw,row_label_full,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Lợi nhuận sau thuế,Lợi nhuận chưa phân phối,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Lợi nhuận sau thuế,numeric__Lợi nhuận chưa phân phối
+ Công ty TNHH Dũng Thịnh Phát,+ Công ty TNHH Dũng Thịnh Phát,+ Công ty TNHH Dũng Thịnh Phát,"66,00%","66,00%",11.797.446,92.332.577,0.66,0.66,11797446.0,92332577.0
+ Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,"84,72%","84,72%",3.699.229.696,4.987.820.856,0.8472,0.8472,3699229696.0,4987820856.0
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,"63,94%","63,94%",622.415.869,(5.679.582.297),0.6394,0.6394,622415869.0,-5679582297.0
+ Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,"72,71%","72,71%",15.142.525.573,4.748.091.262,0.7271,0.7271,15142525573.0,4748091262.0
+ Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,"60,00%","60,00%",9.501.168.818,10.818.056.487,0.6,0.6,9501168818.0,10818056487.0
+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,"100,00%","100,00%",245.142.125.739,157.012.659.473,1.0,1.0,245142125739.0,157012659473.0
+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,"100,00%","100,00%",1.637.671.505,1.830.469.923,1.0,1.0,1637671505.0,1830469923.0
+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,+ Công ty CP Đầu tư và phát triển Đa Quốc Gia,"51,23%","51,23%",325.955.692.057,363.659.320.746,0.5123,0.5123,325955692057.0,363659320746.0
+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thủy sản,"43,95%","82,67%",62.271.882.843,109.908.472.929,0.4395,0.8267,62271882843.0,109908472929.0
+ Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,+ Công ty CP Tư vấn và Đầu tư Tài chính,"53,83%","91,95%",337.765.198,228.386.655,0.5383,0.9195,337765198.0,228386655.0
+ Công ty CP Điện Mặt Trời EUROPLAST Long An,+ Công ty CP Điện Mặt Trời EUROPLAST Long An,+ Công ty CP Điện Mặt Trời EUROPLAST Long An,"76,67%","76,67%",51.644.961.238,52.559.730.431,0.7667,0.7667,51644961238.0,52559730431.0
