row_label_raw,row_label_full,Bên cho vay > - NH TMCP Việt Nam Thịnh Vương - An Giang (Thấu Chi),Hợp đồng > 149498408VPBANK,Hạn mức/Số tiền vay > 135.000.000.000,Thời hạn vay > 12,Mục đích vay > sic dụng vốn vaylưu động SXKD,Hình thức đảm bao > Tiền gửi tiết kiệm,numeric__Hợp đồng > 149498408VPBANK,numeric__Hạn mức/Số tiền vay > 135.000.000.000,numeric__Thời hạn vay > 12,numeric__Mục đích vay > sic dụng vốn vaylưu động SXKD,numeric__Hình thức đảm bao > Tiền gửi tiết kiệm
- NH TMCP Phát triển TP.HCM - CN Nguyễn Trãi,- NH TMCP Phát triển TP.HCM - CN Nguyễn Trãi,- NH TMCP Phát triển TP.HCM - CN Nguyễn Trãi,33001/19MN/HĐTD,200.000.000.000,12,sic dụng vốn vaylưu động SXKD,TC TS bằng CổPhiếu + Tài sảnBDS,,200000000000.0,12.0,,
- NH TMCP Nam Á - CN Cần Thơ,- NH TMCP Nam Á - CN Cần Thơ,- NH TMCP Nam Á - CN Cần Thơ,0441/2018,100.000.000.000,12,"vốn lưu động, Phấthành LC, SXKD",Thế chấp BĐS vàCổ phiếu,,100000000000.0,12.0,,
- NH TMCP Xăng Dầu -CN An Giang,- NH TMCP Xăng Dầu -CN An Giang,- NH TMCP Xăng Dầu -CN An Giang,540N101192030001,100.000.000.000,12,"vốn lưu động, Phấthành LC, SXKD",Thế chấp BĐS,,100000000000.0,12.0,,
- NH TMCP An Bình - CN Cần Thơ,- NH TMCP An Bình - CN Cần Thơ,- NH TMCP An Bình - CN Cần Thơ,4635/18/TD,100.000.000.000,12,"vốn lưu động, Phấthành LC, SXKD",TC tài sản Tiền gửitiết kiệm,,100000000000.0,12.0,,
- NH Ngoại Thương VN - Kiên Giang,- NH Ngoại Thương VN - Kiên Giang,- NH Ngoại Thương VN - Kiên Giang,063/17/0300,40.000.000.000,12,TT NMTA thủy sản,TC HĐTG + tàisản BĐS,,40000000000.0,12.0,,
- NH TM CP Sài Gòn - CN An Giang,- NH TM CP Sài Gòn - CN An Giang,- NH TM CP Sài Gòn - CN An Giang,057190055/01,30.000.000.000,6,"Bỗ sung vốn lưudộng SXKD (XâyDụng, TM, SX KD)",TC Tiền gửi tiếtkiệm,,30000000000.0,6.0,,
- NH TMCP Phát triển TP.HCM - Rạch Dutra Vũng Tàu,- NH TMCP Phát triển TP.HCM - Rạch Dutra Vũng Tàu,- NH TMCP Phát triển TP.HCM - Rạch Dutra Vũng Tàu,45389/19,262.000.000.000,1,TT LC nhập khẩuTB phục vụ DANMDMT Sao Mai,TC Tiền gửi tiếtkiệm,,262000000000.0,1.0,,
