row_label_raw,row_label_full,Kết kết thúc ngày 31/12/2019,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,445.129.618.876,,,445.129.618.876,445129618876.0,,,445129618876.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,489.361.640.930,,,489.361.640.930,489361640930.0,,,489361640930.0
Vay và nợ,Vay và nợ,Vay và nợ,1.024.004.183.898,1.847.437.040.089,,2.871.441.223.987,1024004183898.0,1847437040089.0,,2871441223987.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,186.229.189.914,,,186.229.189.914,186229189914.0,,,186229189914.0
Cộng,Cộng,Cộng,2.159.680.714.636,1.847.437.040.089,,3.992.161.673.707,2159680714636.0,1847437040089.0,,3992161673707.0
