row_label_raw,row_label_full,col_0,Già tri,Dư phòng,Già tri_1,Dư phòng_1,numeric__Già tri,numeric__Dư phòng,numeric__Già tri_1,numeric__Dư phòng_1
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,179.116.644.140,,229.462.606.610,,179116644140.0,,229462606610.0,
Tạm ứng,Tạm ứng,Tạm ứng,109.729.488.111,,125.489.023.146,,109729488111.0,,125489023146.0,
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,,,,,,,,
"Ký cược, ký quỹ","Phải thu người lao động > Ký cược, ký quỹ","Ký cược, ký quỹ",7.318.000.000,,568.000.000,,7318000000.0,,568000000.0,
Phải thu khác,Phải thu người lao động > Phải thu khác,Phải thu khác,62.069.156.029,,103.405.583.464,,62069156029.0,,103405583464.0,
b) Dài hạn,Phải thu người lao động > b) Dài hạn,b) Dài hạn,7.082.827.000,,2.134.127.000,,7082827000.0,,2134127000.0,
"Ký cược, ký quỹ","Phải thu người lao động > Ký cược, ký quỹ","Ký cược, ký quỹ",7.082.827.000,,2.134.127.000,,7082827000.0,,2134127000.0,
Cộng,Phải thu người lao động > Cộng,Cộng,186.199.471.140,,231.596.733.610,,186199471140.0,,231596733610.0,
