row_label_raw,row_label_full,CHỈ TIÊU,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2021
1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),1. Hợp đồng bảo hiểm chưa phát sinh trách nhiệm (VND),260.790.957.271,236.054.619.347,260790957271.0,236054619347.0
2. Nợ khó đòi đã xử lý (VND),2. Nợ khó đòi đã xử lý (VND),2. Nợ khó đòi đã xử lý (VND),7.436.521.813,7.436.521.813,7436521813.0,7436521813.0
3. Ngoại tệ (USD),3. Ngoại tệ (USD),3. Ngoại tệ (USD),1.707.004,1.171.625,1707004.0,1171625.0
4. Chứng khoán lưu ký (VND),4. Chứng khoán lưu ký (VND),4. Chứng khoán lưu ký (VND),25.271.310.319.708,34.102.970.363.000,25271310319708.0,34102970363000.0
5. Chứng khoán chưa lưu ký (VND),5. Chứng khoán chưa lưu ký (VND),5. Chứng khoán chưa lưu ký (VND),2.611.081.930.000,2.706.091.656.767,2611081930000.0,2706091656767.0
6. Tiền gửi của nhà đầu tư ủy thác (VND),6. Tiền gửi của nhà đầu tư ủy thác (VND),6. Tiền gửi của nhà đầu tư ủy thác (VND),1.267.793.500.411,1.516.974.651.605,1267793500411.0,1516974651605.0
7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),7. Danh mục đầu tư của nhà đầu tư ủy thác (VND),212.969.822.198,251.490.246.497,212969822198.0,251490246497.0
8. Các khoản phải thu của nhà đầu tư ủy thác (VND),8. Các khoản phải thu của nhà đầu tư ủy thác (VND),8. Các khoản phải thu của nhà đầu tư ủy thác (VND),7.275.803.287,6.799.606.027,7275803287.0,6799606027.0
9. Các khoản phải trả của nhà đầu tư ủy thác (VND),9. Các khoản phải trả của nhà đầu tư ủy thác (VND),9. Các khoản phải trả của nhà đầu tư ủy thác (VND),(1.012.089.973.350),(1.520.185.203.590),-1012089973350.0,-1520185203590.0
"10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)","10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)","10. Phải thu lãi tiền gửi, trái phiếu, cho vay ủy thác (VND)",3.023.966.601.739,2.769.739.252.317,3023966601739.0,2769739252317.0
