row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày31/12/2022VND,Cho năm tài chínhkết thúc ngày31/12/2021(trình bày lại)VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2022VND,numeric__Cho năm tài chínhkết thúc ngày31/12/2021(trình bày lại)VND
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,39.866.199.852,11.546.967.936,39866199852.0,11546967936.0
Chi phí repo và lãi vay,Chi phí repo và lãi vay,Chi phí repo và lãi vay,732.426.110.365,321.201.678.885,732426110365.0,321201678885.0
Trả lãi cho chủ hợp đồng,Trả lãi cho chủ hợp đồng,Trả lãi cho chủ hợp đồng,293.750.624.001,318.137.497.296,293750624001.0,318137497296.0
Lỗ từ hoạt động kinh doanh chứng khoán,Lỗ từ hoạt động kinh doanh chứng khoán,Lỗ từ hoạt động kinh doanh chứng khoán,56.775.770.359,78.590.114.284,56775770359.0,78590114284.0
Chi phí/(hoàn nhập) dự phòng,Chi phí/(hoàn nhập) dự phòng,Chi phí/(hoàn nhập) dự phòng,337.631.426.584,(13.162.217.277),337631426584.0,-13162217277.0
Các chi phí khác,Các chi phí khác,Các chi phí khác,379.810.554.165,343.408.077.709,379810554165.0,343408077709.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.840.260.685.326,1.059.722.118.833,1840260685326.0,1059722118833.0
