row_label_raw,row_label_full,[4] Nợ dài hạn giảm do:,[4] Nợ dài hạn giảm do:_1,numeric__[4] Nợ dài hạn giảm do:_1
,,,VND,
▶ Giảm Dự phòng toán học,▶ Giảm Dự phòng toán học,▶ Giảm Dự phòng toán học,(4.985.957.605),-4985957605.0
▶ Giảm Dự phòng phí chưa được hưởng,▶ Giảm Dự phòng phí chưa được hưởng,▶ Giảm Dự phòng phí chưa được hưởng,(3.288.186.891),-3288186891.0
▶ Giảm Dự phòng bồi thường,▶ Giảm Dự phòng bồi thường,▶ Giảm Dự phòng bồi thường,(3.095.986.385),-3095986385.0
,,,(11.370.130.881),-11370130881.0
