row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Phải thu/(Phải trả),Phải thu/(Phải trả)_1,numeric__Giao dịch,numeric__Phải thu/(Phải trả),numeric__Phải thu/(Phải trả)_1
Các bên liên quan,Các bên liên quan,Các bên liên quan,Giao dịch,Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Số dư tiền gửi thanh toán,ký quỹSố dư tiền gửi có kỳ hạnvà lãi dự thuSố dư trái phiếu và lãidự thuSố dư các hợp đồngmua bán lại trái phiếuChính phủPhải thu phí CNTT, dịchvụ đào tạo",189.533.482.45711.852.373.876.704- (10.657.990.970.144)292.981.470,122.481.048.55610.776.980.019.2651.312.787.909.891(2.686.537.623.188)929.687.849,,,
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,"Phải trả tiền đặt cọc thuvếvăn phòng, trả trước tiềnthuế văn phòng",(44.748.000),(158.685.912),,-44748000.0,-158685912.0
