row_label_raw,row_label_full,col_0,Bảo hiểmphi nhân thọVND,numeric__Bảo hiểmphi nhân thọVND
Số đầu năm,Số đầu năm,Số đầu năm,167.928.784.567,167928784567.0
Phát sinh trong năm,Phát sinh trong năm,Phát sinh trong năm,669.396.405.213,669396405213.0
Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,Thu hoa hồng nhượng tái bảo hiểm - Phân bổ vào doanh thu trong năm,(509.061.090.937),-509061090937.0
Số cuối năm,Số cuối năm,Số cuối năm,328.264.098.843,328264098843.0
