row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31/12/2022,Cho năm tài chính kết thúc ngày 31/12/2021 (trình bày lại),numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31/12/2022,numeric__Cho năm tài chính kết thúc ngày 31/12/2021 (trình bày lại)
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),,42.650.508.302.256,39.999.792.780.016,,,42650508302256.0,39999792780016.0
02,02,02,Phí bảo hiểm gốc,26.1,42.961.317.756.207,39.503.608.139.870,,261.0,42961317756207.0,39503608139870.0
03,03,03,Phí nhận tái bảo hiểm,26.2,159.740.171.429,164.638.985.503,,262.0,159740171429.0,164638985503.0
04,04,04,(Tăng)/Giảm dự phòng phí chưa được hưởng của bảo hiểm gốc và nhận tái bảo hiểm,24,(470.549.625.380),331.545.654.643,,24.0,-470549625380.0,331545654643.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(2.742.934.498.467),(4.105.308.649.805),,,-2742934498467.0,-4105308649805.0
06,06,06,Tổng phí nhượng tái bảo hiểm,27,(3.274.165.118.698),(4.077.906.508.695),,27.0,-3274165118698.0,-4077906508695.0
07,07,07,Tăng/(Giảm) dự phòng phí nhượng tái bảo hiểm,24,531.230.620.231,(27.402.141.110),,24.0,531230620231.0,-27402141110.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01 + 05),,39.907.573.803.789,35.894.484.130.211,,,39907573803789.0,35894484130211.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm,,780.673.271.138,935.654.349.652,,,780673271138.0,935654349652.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,40.688.247.074.927,36.830.138.479.863,,,40688247074927.0,36830138479863.0
16,16,16,Chỉ bồi thường bảo hiểm gốc và chi trả đáo hạn,28.1,(15.387.989.683.866),(12.747.844.422.468),,281.0,-15387989683866.0,-12747844422468.0
17,17,17,Chỉ bồi thường nhận tái bảo hiểm,28.2,(125.022.897.717),(119.410.886.417),,282.0,-125022897717.0,-119410886417.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,2.983.805.597,2.757.799.997,,,2983805597.0,2757799997.0
19,19,19,Thu đổi người thứ ba,,1.798.198.571,1.642.506.238,,,1798198571.0,1642506238.0
20,20,20,Thu xử lý hàng bồi thường 100%,,1.185.607.026,1.115.293.759,,,1185607026.0,1115293759.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,28.3,899.565.138.864,1.723.267.262.211,,283.0,899565138864.0,1723267262211.0
22,22,22,Tăng dự phòng nghiệp vụ bảo hiểm gốc (22 = 23 + 24 + 25 + 26),24,(21.527.866.247.523),(20.411.277.824.302),,24.0,-21527866247523.0,-20411277824302.0
23,23,23,Tăng dự phòng toán học,,(17.184.723.982.124),(18.975.268.697.071),,,-17184723982124.0,-18975268697071.0
24,24,24,Tăng dự phòng lãi cam kết đầu tư tối thiểu,,(3.837.424.516.996),(1.140.336.820.587),,,-3837424516996.0,-1140336820587.0
25,25,25,Tăng dự phòng chia lãi,,(412.164.790.238),(222.092.183.901),,,-412164790238.0,-222092183901.0
26,26,26,Tăng dự phòng đảm bảo cân đối,,(93.552.958.165),(73.580.122.743),,,-93552958165.0,-73580122743.0
27,27,27,(Tăng)/Giảm dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,24,(309.157.849.665),171.200.314.392,,24.0,-309157849665.0,171200314392.0
28,28,28,Tăng/(Giảm) dự phòng bồi thường nhượng tái bảo hiểm,24,270.729.003.638,(71.423.055.611),,24.0,270729003638.0,-71423055611.0
29,29,29,Tổng chỉ bồi thường và trả tiền bảo hiểm (29 = 16 + 17 + 18 + 21 + 22 + 27 + 28),,(36.176.758.730.672),(31.452.730.812.198),,,-36176758730672.0,-31452730812198.0
30,30,30,Giảm/(Tăng) dự phòng dao động lớn,24,28.293.816.250,(38.428.347.377),,24.0,28293816250.0,-38428347377.0
