row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022VND,Ngày 31 tháng 12năm 2021VND,numeric__Ngày 31 tháng 12năm 2022VND,numeric__Ngày 31 tháng 12năm 2021VND
Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,Hoạt động bảo hiểm,,
Bảo hiểm nhân thọ,Hoạt động bảo hiểm > Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,45.750.239.517,43.476.331.242,45750239517.0,43476331242.0
Bảo hiểm phi nhân thọ,Hoạt động bảo hiểm > Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,127.645.467.291,91.480.295.750,127645467291.0,91480295750.0
,,,173.395.706.808,134.956.626.992,173395706808.0,134956626992.0
Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,Hoạt động tài chính,,
Lãi tiền gửi nhận trước,Hoạt động tài chính > Lãi tiền gửi nhận trước,Lãi tiền gửi nhận trước,-,1.185.176.202,,1185176202.0
,,,-,1.185.176.202,,1185176202.0
Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,Hoạt động khác,,
Hoạt động quản lý bất động sản,Hoạt động khác > Hoạt động quản lý bất động sản,Hoạt động quản lý bất động sản,21.557.122.243,28.733.787.627,21557122243.0,28733787627.0
Doanh thu đào tạo nhận trước,Hoạt động khác > Doanh thu đào tạo nhận trước,Doanh thu đào tạo nhận trước,158.983.690,77.409.082,158983690.0,77409082.0
,,,21.716.105.933,28.811.196.709,21716105933.0,28811196709.0
TỔNG CỘNG,Hoạt động khác > TỔNG CỘNG,TỔNG CỘNG,195.111.812.741,164.952.999.903,195111812741.0,164952999903.0
