row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31/12/2022 VND,Cho năm tài chính kết thúc ngày 31/12/2021 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31/12/2022 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2021 VND
Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,,,
Bộ Tài chính,Cổ đông sáng lập > Bộ Tài chính,Bộ Tài chính,Cổ tức đã trả,(1.460.122.905.780),(433.535.055.300),,-1460122905780.0,-433535055300.0
SCIC,Cổ đông sáng lập > SCIC,SCIC,Cổ tức đã trả,(67.041.429.840),(19.905.728.400),,-67041429840.0,-19905728400.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Sumitomo Life,Sumitomo Life,"Doanh thu cho thuê văn phòng, phí gửi xeCổ tức đã trả",488.160.000(496.115.238.488),583.244.408(147.304.960.768),,,
"Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết","Công ty liên doanh, liên kết",,,
Bảo Việt Bank,Bảo Việt Bank,Bảo Việt Bank,"Doanh thu dịch vụ CNTTDoanh thu cho thuê trụ sở làm việc, phí quản lýtòa nhà, phí giữ xeDoanh thu lãi tiền gửiDoanh thu lãi trái phiếuChi phí repo",1.920.627.7174.572.432.000516.644.153.53494.519.235.533(215.713.431.956),3.467.610.120377.025.303407.058.328.11398.009.999.998(73.806.135.379),,,
Tokio Marine Việt Nam,Bảo Việt Bank > Tokio Marine Việt Nam,Tokio Marine Việt Nam,Cổ tức đã nhậnPhí quản lý quỹ,54.478.466.506524.297.268,52.811.609.061463.189.321,,5.4478466506524295e+19,5.281160906146319e+19
