row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2022 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2021 VND
Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,18.1,509.061.090.937,522.610.802.337,181.0,509061090937.0,522610802337.0
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,5.110.164.261,4.434.198.587,,5110164261.0,4434198587.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,514.171.255.198,527.045.000.924,,514171255198.0,527045000924.0
