row_label_raw,row_label_full,col_0,Cho năm tài chính kết thúc ngày 31/12/2022 VND,Cho năm tài chính kết thúc ngày 31/12/2021 (trình bày lại) VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2022 VND,numeric__Cho năm tài chính kết thúc ngày 31/12/2021 (trình bày lại) VND
Chi đề phòng hạn chế tổn thất,Chi đề phòng hạn chế tổn thất,Chi đề phòng hạn chế tổn thất,56.191.901.288,49.955.854.638,56191901288.0,49955854638.0
"Chi giám định, chi đánh giá rủi ro đối tượng được bảo hiểm, chi khác","Chi giám định, chi đánh giá rủi ro đối tượng được bảo hiểm, chi khác","Chi giám định, chi đánh giá rủi ro đối tượng được bảo hiểm, chi khác",195.818.260.660,128.705.722.732,195818260660.0,128705722732.0
Chi nhận tái bảo hiểm khác,Chi nhận tái bảo hiểm khác,Chi nhận tái bảo hiểm khác,2.667.548.109,3.132.992.403,2667548109.0,3132992403.0
Chi đại lý bảo hiểm và các khoản chi khác,Chi đại lý bảo hiểm và các khoản chi khác,Chi đại lý bảo hiểm và các khoản chi khác,340.690.558.715,291.928.876.894,340690558715.0,291928876894.0
Chi khác hoạt động kinh doanh bảo hiểm phân bổ từ chi quản lý và các khoản chi khác,Chi khác hoạt động kinh doanh bảo hiểm phân bổ từ chi quản lý và các khoản chi khác,Chi khác hoạt động kinh doanh bảo hiểm phân bổ từ chi quản lý và các khoản chi khác,1.012.523.718.453,1.308.922.664.894,1012523718453.0,1308922664894.0
Chi nộp quỹ bảo vệ người được bảo hiểm,Chi nộp quỹ bảo vệ người được bảo hiểm,Chi nộp quỹ bảo vệ người được bảo hiểm,15.270.578.117,14.011.108.230,15270578117.0,14011108230.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.623.162.565.342,1.796.657.219.791,1623162565342.0,1796657219791.0
