row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị thuế thu nhập hoãn lại phải trả,Ngày 31 tháng 12năm 2022VND > 20%,Ngày 31 tháng 12năm 2021VND > 20%,numeric__Ngày 31 tháng 12năm 2022VND > 20%,numeric__Ngày 31 tháng 12năm 2021VND > 20%
Các khoản chênh lệch tạm thời chịu thuế Trong đó:,Các khoản chênh lệch tạm thời chịu thuế Trong đó:,Các khoản chênh lệch tạm thời chịu thuế Trong đó:,24.203.041.102,19.818.693.075,24203041102.0,19818693075.0
- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,- Lãi chênh lệch tỷ giá cuối năm,24.203.041.102,19.818.693.075,24203041102.0,19818693075.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,4.840.608.220,3.963.738.615,4840608220.0,3963738615.0
