row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Ngày 31 tháng 12 năm 2022,Ngày 31 tháng 12 năm 2021 (trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2022,numeric__Ngày 31 tháng 12 năm 2021 (trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,180.393.018.780.152,147.473.277.653.513,,,180393018780152.0,147473277653513.0
310,310,310,I. Nợ ngắn hạn,,32.503.856.533.023,21.714.306.947.626,,,32503856533023.0,21714306947626.0
311,311,311,1. Phải trả người bán ngắn hạn,15,2.456.749.443.671,2.420.778.307.799,,15.0,2456749443671.0,2420778307799.0
311.1,311.1,311.1,1.1 Phải trả hoạt động bảo hiểm,,2.399.587.068.578,2.332.521.541.312,,,2399587068578.0,2332521541312.0
311.2,311.2,311.2,1.2 Phải trả khác hoạt động tài chính,,-,24.042.025.826,,,,24042025826.0
311.3,311.3,311.3,1.3 Phải trả người bán và nhà cung cấp dịch vụ,,57.162.375.093,64.214.740.661,,,57162375093.0,64214740661.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,19.391.500.000,17.372.000.000,,,19391500000.0,17372000000.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,16,161.793.689.583,224.423.486.237,,16.0,161793689583.0,224423486237.0
314,314,314,4. Phải trả người lao động,,1.372.821.061.100,1.641.394.958.939,,,1372821061100.0,1641394958939.0
315,315,315,5. Chi phí phải trả ngắn hạn,,123.719.933.373,52.252.552.912,,,123719933373.0,52252552912.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,17,195.111.812.741,164.952.999.903,,17.0,195111812741.0,164952999903.0
318.1,318.1,318.1,7. Doanh thu hoa hồng chưa được hưởng,18.1,328.264.098.843,167.928.784.567,,181.0,328264098843.0,167928784567.0
319,319,319,8. Phải trả ngắn hạn khác,19,976.506.880.199,1.096.846.231.279,,19.0,976506880199.0,1096846231279.0
320,320,320,9. Vay ngắn hạn,20,981.076.722.026,2.506.330.153.950,,20.0,981076722026.0,2506330153950.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",21,195.241.957.124,199.699.495.740,,21.0,195241957124.0,199699495740.0
324,324,324,11. Giao dịch mua bán lại trái phiếu,22,25.693.179.434.363,13.222.327.976.300,,22.0,25693179434363.0,13222327976300.0
330,330,330,II. Nợ dài hạn,,147.889.162.247.129,125.758.970.705.887,,,147889162247129.0,125758970705887.0
337,337,337,1. Phải trả dài hạn khác,23,296.696.283.981,270.418.960.801,,23.0,296696283981.0,270418960801.0
338,338,338,2. Vay dài hạn,20,91.023.530.915,267.266.088.776,,20.0,91023530915.0,267266088776.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,16.2.2,4.840.608.220,3.963.738.615,,1622.0,4840608220.0,3963738615.0
344,344,344,4. Dự phòng nghiệp vụ bảo hiểm,24,147.496.601.824.013,125.217.321.917.695,,24.0,147496601824013.0,125217321917695.0
344.1,344.1,344.1,4.1 Dự phòng toán học,,129.250.711.878.958,112.065.987.896.834,,,129250711878958.0,112065987896834.0
344.2,344.2,344.2,4.2 Dự phòng phí chưa được hưởng,,5.109.619.382.944,4.639.069.757.564,,,5109619382944.0,4639069757564.0
344.3,344.3,344.3,4.3 Dự phòng bồi thường,,2.713.711.134.402,2.404.553.284.737,,,2713711134402.0,2404553284737.0
344.4,344.4,344.4,4.4 Dự phòng chia lãi,,2.569.603.536.235,2.157.438.745.997,,,2569603536235.0,2157438745997.0
344.5,344.5,344.5,4.5 Dự phòng lãi cam kết đầu tư tối thiểu,,7.525.759.826.659,3.688.335.309.663,,,7525759826659.0,3688335309663.0
344.6,344.6,344.6,4.6 Dự phòng đảm bảo cân đối,,300.853.784.703,207.300.826.538,,,300853784703.0,207300826538.0
344.7,344.7,344.7,4.7 Dự phòng dao động lớn,,26.342.280.112,54.636.096.362,,,26342280112.0,54636096362.0
