row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,128.750.000.000,17.408.375.673,21.659.868.061,167.818.243.734,128750000000.0,17408375673.0,21659868061.0,167818243734.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,11.156.546.070,11.156.546.070,,,11156546070.0,11156546070.0
"Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi",-,-,(2.557.073.845),(2.557.073.845),,,-2557073845.0,-2557073845.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(11.050.000.000),(11.050.000.000),,,-11050000000.0,-11050000000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,128.750.000.000,17.408.375.673,19.209.340.286,165.367.715.959,128750000000.0,17408375673.0,19209340286.0,165367715959.0
