row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Tổng tài sản,Tổng công nợ,Tài sản thuần,Tổng tài sản,Tổng công nợ,Tài sản thuần,,,,,,
,,,5.114.155.930.490,8.331.957.562.272,(3.217.801.631.782),5.712.792.445.837,8.263.999.711.257,(2.551.207.265.420),5114155930490.0,8331957562272.0,-3217801631782.0,5712792445837.0,8263999711257.0,-2551207265420.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,85.954.614.293,270.212.925.918,(184.258.311.625),238.385.113.545,366.884.007.665,(128.498.894.120),85954614293.0,270212925918.0,-184258311625.0,238385113545.0,366884007665.0,-128498894120.0
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,4.808.281.168.340,7.904.061.594.170,(3.095.780.425.830),5.236.687.876.941,7.724.932.833.552,(2.488.244.956.611),4808281168340.0,7904061594170.0,-3095780425830.0,5236687876941.0,7724932833552.0,-2488244956611.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,219.920.147.857,157.683.042.184,62.237.105.673,237.719.455.351,172.182.870.040,65.536.585.311,219920147857.0,157683042184.0,62237105673.0,237719455351.0,172182870040.0,65536585311.0
,,,Năm nay,Năm nay,Năm nay,Năm trước,Năm trước,Năm trước,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
,,,Doanh thu thuần,Lợi nhuận/(Lỗ)sau thuê TNDN,Lợi nhuận thuầntừ Công ty liên kết,Doanh thu thuần,Lợi nhuận/(Lỗ)sau thuê TNDN,Lợi nhuận thuầntừ Công ty liên kết,,,,,,
,,,411.004.911.391,(614.595.427.232),1.680.107.483,458.867.462.087,(606.771.489.493),2.916.621.493,411004911391.0,-614595427232.0,1680107483.0,458867462087.0,-606771489493.0,2916621493.0
Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí,-,(12.554.010.232),-,9.651.711.220,(38.488.416.277),-,,-12554010232.0,,9651711220.0,-38488416277.0,
Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,Công ty Cổ phần Hóa dầu và Xơ sợi Dầu khí,54.749.516.416,(605.954.031.846),-,1.283.566.638,(576.963.703.109),-,54749516416.0,-605954031846.0,,1283566638.0,-576963703109.0,
Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ,356.255.394.975,3.912.614.846,1.680.107.483,447.932.184.229,8.680.629.893,2.916.621.493,356255394975.0,3912614846.0,1680107483.0,447932184229.0,8680629893.0,2916621493.0
