row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,7.757.075.543.739,9.395.359.665.641,,1.0,,7757075543739.0,9395359665641.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,73.534.335.681,98.248.115.232,,2.0,,73534335681.0,98248115232.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,7.683.541.208.058,9.297.111.550.409,,10.0,27.0,7683541208058.0,9297111550409.0
4.,4.,4.,Giá vốn hàng bán và cung cấp dịch vụ,11,27,6.281.448.254.606,7.397.640.258.893,,11.0,27.0,6281448254606.0,7397640258893.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.402.092.953.452,1.899.471.291.516,,20.0,,1402092953452.0,1899471291516.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,140.013.425.496,123.658.446.036,,21.0,29.0,140013425496.0,123658446036.0
7.,7.,7.,Chi phí tài chính,22,30,107.636.556.757,73.797.994.363,,22.0,30.0,107636556757.0,73797994363.0
7.,7.,7.,- Trong đó: Chi phí lãi vay,23,,106.897.449.564,62.586.468.519,,23.0,,106897449564.0,62586468519.0
8.,8.,8.,Phần lãi trong công ty liên kết,24,5,1.680.107.483,2.916.621.493,,24.0,5.0,1680107483.0,2916621493.0
9.,9.,9.,Chi phí bán hàng,25,31,554.758.002.570,612.322.153.525,,25.0,31.0,554758002570.0,612322153525.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,31,415.339.815.960,485.710.294.387,,26.0,31.0,415339815960.0,485710294387.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,466.052.111.144,854.215.916.770,,30.0,,466052111144.0,854215916770.0
12.,12.,12.,Thu nhập khác,31,,7.480.346.769,17.876.027.364,,31.0,,7480346769.0,17876027364.0
13.,13.,13.,Chi phí khác,32,,6.456.808.962,1.476.414.908,,32.0,,6456808962.0,1476414908.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,1.023.537.807,16.399.612.456,,40.0,,1023537807.0,16399612456.0
15.,15.,15.,Tổng lợi nhuận kê toán trước thuế (50=30+40),50,,467.075.648.951,870.615.529.226,,50.0,,467075648951.0,870615529226.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,90.454.832.980,147.299.819.968,,51.0,32.0,90454832980.0,147299819968.0
17.,17.,17.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,16,(12.239.055.688),10.841.508.544,,52.0,16.0,-12239055688.0,10841508544.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,388.859.871.659,712.474.200.714,,60.0,,388859871659.0,712474200714.0
18.1.,18.1.,18.1.,Lợi nhuận sau thuế của Công ty mẹ,61,,377.703.325.589,699.593.467.601,,61.0,,377703325589.0,699593467601.0
18.2.,18.2.,18.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,11.156.546.070,12.880.733.113,,62.0,,11156546070.0,12880733113.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,33,"030316548,863",1.455,,70.0,33.0,30316548.863,1455.0
