row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,,
Cổ tức trả Tập đoàn,Tập đoàn Dầu khí Việt Nam > Cổ tức trả Tập đoàn,Cổ tức trả Tập đoàn,233.204.253.000,233.204.253.000,233204253000.0,233204253000.0
Phí sử dụng thương hiệu nộp Tập đoàn,Tập đoàn Dầu khí Việt Nam > Phí sử dụng thương hiệu nộp Tập đoàn,Phí sử dụng thương hiệu nộp Tập đoàn,-,31.270.942.893,,31270942893.0
,,,233.204.253.000,295.746.138.786,233204253000.0,295746138786.0
Bán hàng,Bán hàng,Bán hàng,Bán hàng,Bán hàng,,
Công ty Cổ phần Phân bón Dầu khí Cà Mau (PVCFC),Bán hàng > Công ty Cổ phần Phân bón Dầu khí Cà Mau (PVCFC),Công ty Cổ phần Phân bón Dầu khí Cà Mau (PVCFC),95.299.921.626,4.812.719.792,95299921626.0,4812719792.0
Liên doanh Việt - Nga Vietsovpetro,Bán hàng > Liên doanh Việt - Nga Vietsovpetro,Liên doanh Việt - Nga Vietsovpetro,18.458.003.972,6.661.240.817,18458003972.0,6661240817.0
Tổng Công ty Khí Việt Nam - CTCP (PVGas),Bán hàng > Tổng Công ty Khí Việt Nam - CTCP (PVGas),Tổng Công ty Khí Việt Nam - CTCP (PVGas),13.937.592.000,16.460.101.818,13937592000.0,16460101818.0
Công ty TNHH Nhà nước MTV - Tổng công ty Thăm dò Khai thác Dầu khí,Bán hàng > Công ty TNHH Nhà nước MTV - Tổng công ty Thăm dò Khai thác Dầu khí,Công ty TNHH Nhà nước MTV - Tổng công ty Thăm dò Khai thác Dầu khí,16.450.713.600,52.104.052.400,16450713600.0,52104052400.0
Công ty Cổ phần Kinh doanh Khí hóa lóng Miền Bắc,Bán hàng > Công ty Cổ phần Kinh doanh Khí hóa lóng Miền Bắc,Công ty Cổ phần Kinh doanh Khí hóa lóng Miền Bắc,31.181.150,15.253.204.800,31181150.0,15253204800.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Bán hàng > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu khí - CTCP (DMC),-,9.913.052.620,,9913052620.0
,,,144.177.412.348,105.204.372.247,144177412348.0,105204372247.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,
Tổng Công ty Khí Việt Nam - CTCP (PVGas),"Mua hàng hóa, dịch vụ > Tổng Công ty Khí Việt Nam - CTCP (PVGas)",Tổng Công ty Khí Việt Nam - CTCP (PVGas),2.218.029.708.065,2.848.063.774.202,2218029708065.0,2848063774202.0
Công ty Cổ phần Bao bì Đạm Phú Mỹ,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Bao bì Đạm Phú Mỹ",Công ty Cổ phần Bao bì Đạm Phú Mỹ,166.968.446.250,220.695.316.310,166968446250.0,220695316310.0
Công ty Cổ phần PVI,"Mua hàng hóa, dịch vụ > Công ty Cổ phần PVI",Công ty Cổ phần PVI,34.135.997.346,102.549.394.743,34135997346.0,102549394743.0
Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ",Công ty Cổ phần Cảng Dịch vụ Dầu khí Tổng hợp Phú Mỹ,22.696.772.612,29.060.222.731,22696772612.0,29060222731.0
Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans),"Mua hàng hóa, dịch vụ > Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans)",Tổng Công ty Cổ phần Vận tải Dầu khí (PVTrans),12.198.838.061,14.503.775.983,12198838061.0,14503775983.0
Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,"Mua hàng hóa, dịch vụ > Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam",Công ty Cổ phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,11.457.350.503,8.454.255.212,11457350503.0,8454255212.0
Tổng Công ty Dầu Việt Nam (PVOil),"Mua hàng hóa, dịch vụ > Tổng Công ty Dầu Việt Nam (PVOil)",Tổng Công ty Dầu Việt Nam (PVOil),7.669.212.714,32.307.506,7669212714.0,32307506.0
