row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,VND,VND,VND,VND,,,,
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đi đường,Hàng đi đường,Hàng đi đường,275.176.176.470,-,496.409.760.065,-,275176176470.0,,496409760065.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",394.867.677.394,-,354.525.480.392,-,394867677394.0,,354525480392.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",6.516.834.174,-,9.557.319.466,-,6516834174.0,,9557319466.0,
"Chỉ phí sản xuất, kinh doanh dở dang","Chỉ phí sản xuất, kinh doanh dở dang","Chỉ phí sản xuất, kinh doanh dở dang",31.776.106.907,-,52.590.022.079,-,31776106907.0,,52590022079.0,
Thành phẩm,Thành phẩm,Thành phẩm,393.775.228.075,(15.100.784.057),283.338.090.388,-,393775228075.0,-15100784057.0,283338090388.0,
Hàng hoá,Hàng hoá,Hàng hoá,268.183.589.881,(4.556.150.673),468.708.754.014,(2.466.341.549),268183589881.0,-4556150673.0,468708754014.0,-2466341549.0
Cộng Hàng tồn kho,Cộng Hàng tồn kho,Cộng Hàng tồn kho,1.370.295.612.901,(19.656.934.730),1.665.129.426.404,(2.466.341.549),1370295612901.0,-19656934730.0,1665129426404.0,-2466341549.0
"Thiết bị, vật tư, phụ tùng thay thể dài hạn","Thiết bị, vật tư, phụ tùng thay thể dài hạn","Thiết bị, vật tư, phụ tùng thay thể dài hạn",148.991.115.516,-,109.307.114.725,-,148991115516.0,,109307114725.0,
Cộng,Cộng,Cộng,1.519.286.728.417,(19.656.934.730),1.774.436.541.129,(2.466.341.549),1519286728417.0,-19656934730.0,1774436541129.0,-2466341549.0
