row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,1.315.544.615.167,1.115.805.903.168,,,1315544615167.0,1115805903168.0
210,210,210,I. Các khoản phải thu dài hạn,,195.957.395.931,17.963.514.300,,,195957395931.0,17963514300.0
215,215,215,1. Phải thu về cho vay dài hạn,7,194.439.656.831,16.446.545.800,,7.0,194439656831.0,16446545800.0
216,216,216,2. Phải thu dài hạn khác,8,1.517.739.100,1.516.968.500,,8.0,1517739100.0,1516968500.0
220,220,220,II. Tài sản cố định,,108.192.167.237,118.338.801.325,,,108192167237.0,118338801325.0
221,221,221,1. Tài sản cố định hữu hình,10,89.504.268.749,99.036.209.405,,10.0,89504268749.0,99036209405.0
222,222,222,Nguyên giá,,586.917.053.231,584.914.402.153,,,586917053231.0,584914402153.0
223,223,223,Giá trị khấu hao lũy kế,,(497.412.784.482),(485.878.192.748),,,-497412784482.0,-485878192748.0
227,227,227,2. Tài sản cố định vô hình,11,18.687.898.488,19.302.591.920,,11.0,18687898488.0,19302591920.0
228,228,228,Nguyên giá,,45.762.949.258,45.652.949.258,,,45762949258.0,45652949258.0
229,229,229,Giá trị hao mòn lũy kế,,(27.075.050.770),(26.350.357.338),,,-27075050770.0,-26350357338.0
230,230,230,III. Bất động sản đầu tư,12,128.934.501.785,138.729.402.924,,12.0,128934501785.0,138729402924.0
231,231,231,1. Nguyên giá,,218.195.711.457,218.195.711.457,,,218195711457.0,218195711457.0
232,232,232,2. Giá trị khấu hao lũy kế,,(89.261.209.672),(79.466.308.533),,,-89261209672.0,-79466308533.0
240,240,240,IV. Tài sản dở dang dài hạn,,21.247.509.880,12.860.139.442,,,21247509880.0,12860139442.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",13.1,10.000.000.000,11.000.000.000,,131.0,10000000000.0,11000000000.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,13.2,11.247.509.880,1.860.139.442,,132.0,11247509880.0,1860139442.0
250,250,250,V. Đầu tư tài chính dài hạn,14,860.689.899.453,823.967.550.078,,14.0,860689899453.0,823967550078.0
251,251,251,1. Đầu tư vào công ty con,14.1,468.211.878.073,427.537.505.908,,141.0,468211878073.0,427537505908.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",14.2,411.516.933.077,413.101.205.323,,142.0,411516933077.0,413101205323.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,14.3,14.856.366.653,20.910.802.718,,143.0,14856366653.0,20910802718.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,"14.1, 14.2",(33.895.278.350),(37.581.963.871),,,-33895278350.0,-37581963871.0
260,260,260,VI. Tài sản dài hạn khác,,523.140.881,3.946.495.099,,,523140881.0,3946495099.0
261,261,261,1. Chi phí trả trước dài hạn,15,523.140.881,3.946.495.099,,15.0,523140881.0,3946495099.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.109.772.843.422,4.223.598.503.503,,,4109772843422.0,4223598503503.0
