row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí nhân công,Chi phí bán hàng > Chi phí nhân công,Chi phí nhân công,7.488.145.612,6.632.478.630,7488145612.0,6632478630.0
"Chi phí nguyên liệu, vật liệu","Chi phí bán hàng > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",44.013.060,231.543.110,44013060.0,231543110.0
Chi phí khấu hao TSCĐ,Chi phí bán hàng > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,65.935.068,101.371.072,65935068.0,101371072.0
Chi phí dịch vụ mua ngoài,Chi phí bán hàng > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,17.022.401.360,22.500.320.171,17022401360.0,22500320171.0
Chi phí khác bằng tiền,Chi phí bán hàng > Chi phí khác bằng tiền,Chi phí khác bằng tiền,1.216.999.643,1.573.131.282,1216999643.0,1573131282.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,25.837.494.743,31.038.844.265,25837494743.0,31038844265.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân công,Chi phí quản lý doanh nghiệp > Chi phí nhân công,Chi phí nhân công,"78,180,908,132",80.821.807.437,,80821807437.0
"Chi phí nguyên liệu, vật liệu","Chi phí quản lý doanh nghiệp > Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",671.958.479,607.422.529,671958479.0,607422529.0
"Thuế, phí và lệ phí","Chi phí quản lý doanh nghiệp > Thuế, phí và lệ phí","Thuế, phí và lệ phí",1.761.487.218,2.103.897.750,1761487218.0,2103897750.0
Chi phí khấu hao TSCĐ,Chi phí quản lý doanh nghiệp > Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,6.655.073.245,6.268.305.839,6655073245.0,6268305839.0
Chi phí đồ dùng văn phòng,Chi phí quản lý doanh nghiệp > Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,1.773.849.764,1.273.697.010,1773849764.0,1273697010.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,12.969.695.964,20.527.057.917,12969695964.0,20527057917.0
Trích lập chi phí dự phòng,Chi phí quản lý doanh nghiệp > Trích lập chi phí dự phòng,Trích lập chi phí dự phòng,751.593.255,9.881.911.606,751593255.0,9881911606.0
Chi phí khác (*),Chi phí quản lý doanh nghiệp > Chi phí khác (*),Chi phí khác (*),33.683.659.771,43.050.089.779,33683659771.0,43050089779.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,136.448.225.828,164.534.189.867,136448225828.0,164534189867.0
