row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,815.371.590.322,769.104.431.739,815371590322.0,769104431739.0
Trong đó:,Trong đó:,Trong đó:,,-,,
Doanh thu từ kinh doanh gỗ,Trong đó: > Doanh thu từ kinh doanh gỗ,Doanh thu từ kinh doanh gỗ,462.111.220.576,369.533.903.996,462111220576.0,369533903996.0
Doanh thu từ bán ván MDF,Trong đó: > Doanh thu từ bán ván MDF,Doanh thu từ bán ván MDF,256.212.145.726,300.127.058.872,256212145726.0,300127058872.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,60.730.584.008,67.371.507.947,60730584008.0,67371507947.0
Doanh thu của hoạt động khai thác rừngtrồng,Trong đó: > Doanh thu của hoạt động khai thác rừngtrồng,Doanh thu của hoạt động khai thác rừngtrồng,27.454.952.832,17.986.150.646,27454952832.0,17986150646.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,8.862.687.180,14.085.810.278,8862687180.0,14085810278.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,-,(69.003.392),,-69003392.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,815.371.590.322,769.035.428.347,815371590322.0,769035428347.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,457.834.579.013,606.087.405.035,457834579013.0,606087405035.0
Doanh thu đối với các bên liên quan(Thuyết minh số 31),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 31),Doanh thu đối với các bên liên quan(Thuyết minh số 31),357.537.011.309,162.948.023.312,357537011309.0,162948023312.0
