row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
1. Tổng lợi nhuận kế toán trước thuế,1. Tổng lợi nhuận kế toán trước thuế,1. Tổng lợi nhuận kế toán trước thuế,(2.555.664.274.349),1.998.881.691.550,-2555664274349.0,1998881691550.0
2. Thuế suất thuế thu nhập doanh nghiệp,2. Thuế suất thuế thu nhập doanh nghiệp,2. Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
3. Thuế TNDN trước điều chỉnh các khoản (1*2),3. Thuế TNDN trước điều chỉnh các khoản (1*2),3. Thuế TNDN trước điều chỉnh các khoản (1*2),(511.132.854.870),399.776.338.310,-511132854870.0,399776338310.0
"4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:","4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:","4. Các khoản điều chỉnh tăng, (giảm) số thuế TNDN:",2.350.110.784.224,1.113.240.828.342,2350110784224.0,1113240828342.0
Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,Lợi thế thương mại phân bổ,169.508.027.137,169.508.027.137,169508027137.0,169508027137.0
Chi phí lãi vay không được trừ theo quy định,Chi phí lãi vay không được trừ theo quy định,Chi phí lãi vay không được trừ theo quy định,456.403.635.069,891.343.178.110,456403635069.0,891343178110.0
Chi phí không được trừ khác,Chi phí không được trừ khác,Chi phí không được trừ khác,353.735.908.766,25.080.032.299,353735908766.0,25080032299.0
Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,Điều chỉnh lãi/lỗ phát sinh từ các giao dịch chuyển nhượng vốn,885.700.922.205,(114.881.878.263),885700922205.0,-114881878263.0
Sử dụng lỗ tính thuế,Sử dụng lỗ tính thuế,Sử dụng lỗ tính thuế,(831.495.667.995),(241.536.864.355),-831495667995.0,-241536864355.0
Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,Lỗ tính thuế không ghi nhận thuế hoãn lại,1.319.740.354.845,349.930.171.694,1319740354845.0,349930171694.0
Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,1.231.048.047,30.307.884.948,1231048047.0,30307884948.0
"Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia","Thu nhập từ cổ tức, lợi nhuận được chia",(79.362.565),-,-79362565.0,
Điều chỉnh chi phí thuế TNDN của các năm trước,Điều chỉnh chi phí thuế TNDN của các năm trước,Điều chỉnh chi phí thuế TNDN của các năm trước,(4.634.081.285),3.490.276.772,-4634081285.0,3490276772.0
5. Tổng Thuế thu nhập doanh nghiệp (3+4),5. Tổng Thuế thu nhập doanh nghiệp (3+4),5. Tổng Thuế thu nhập doanh nghiệp (3+4),1.838.977.929.354,1.513.017.166.652,1838977929354.0,1513017166652.0
Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,Thuế thu nhập doanh nghiệp - hiện hành,861.820.090.664,408.200.850.882,861820090664.0,408200850882.0
Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh VI.25),Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh VI.25),Thuế thu nhập doanh nghiệp - hoãn lại (Thuyết minh VI.25),977.157.838.690,1.104.816.315.770,977157838690.0,1104816315770.0
