row_label_raw,row_label_full,Số đầu năm,Năm 2024 > 160.945.428.900,Năm 2023 > 2.090.238.024,numeric__Năm 2024 > 160.945.428.900,numeric__Năm 2023 > 2.090.238.024
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,261.645.785.215,158.855.190.876,261645785215.0,158855190876.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(2.090.238.024),-,-2090238024.0,
Số cuối năm,Số cuối năm,Số cuối năm,420.500.976.091,160.945.428.900,420500976091.0,160945428900.0
