row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
C. NỘ PHẢI TRẢ(300 = 310 + 330),C. NỘ PHẢI TRẢ(300 = 310 + 330),C. NỘ PHẢI TRẢ(300 = 310 + 330),300,,190.486.956.299.042,196.183.529.500.722,300.0,,190486956299042.0,196183529500722.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,107.222.351.548.398,87.282.658.320.119,310.0,,107222351548398.0,87282658320119.0
1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,311,VI.16,8.467.334.913.746,9.876.727.746.646,311.0,,8467334913746.0,9876727746646.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,VI.17,18.915.181.304.285,19.114.956.528.914,312.0,,18915181304285.0,19114956528914.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,VI.18a,7.908.894.960.310,1.087.318.344.902,313.0,,7908894960310.0,1087318344902.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,VI.19,7.696.969.531,11.034.456.956,314.0,,7696969531.0,11034456956.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,VI.20a,13.876.921.539.167,9.991.089.269.430,315.0,,13876921539167.0,9991089269430.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,VI.21a,265.182.735,1.395.098.660,318.0,,265182735.0,1395098660.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,VI.22a,21.051.435.219.243,16.238.721.209.989,319.0,,21051435219243.0,16238721209989.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,VI.23a,36.978.198.251.788,30.937.469.509.389,320.0,,36978198251788.0,30937469509389.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,VI.24,11.588.500.244,19.111.447.884,321.0,,11588500244.0,19111447884.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,,4.834.707.349,4.834.707.349,322.0,,4834707349.0,4834707349.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,83.264.604.750.644,108.900.871.180.603,330.0,,83264604750644.0,108900871180603.0
1. Chi phí phải trả dài hạn,1. Chi phí phải trả dài hạn,1. Chi phí phải trả dài hạn,333,VI.20b,1.636.869.030.987,1.459.188.712.055,333.0,,1636869030987.0,1459188712055.0
2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,336,VI.21b,74.023.506.748,77.625.827.089,336.0,,74023506748.0,77625827089.0
3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,337,VI.22b,42.056.028.074.923,66.619.950.911.962,337.0,,42056028074923.0,66619950911962.0
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,VI.23b,24.587.656.403.178,26.774.936.365.837,338.0,,24587656403178.0,26774936365837.0
5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,5. Thuế thu nhập hoãn lại phải trả,341,VI.25,14.631.680.390.354,13.707.696.719.409,341.0,,14631680390354.0,13707696719409.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,VI.24,278.347.344.454,261.472.644.251,342.0,,278347344454.0,261472644251.0
