row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VII.1,9.079.619.602.216,4.769.950.330.281,1.0,,9079619602216.0,4769950330281.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VII.2,6.244.128.255,13.048.116.461,2.0,,6244128255.0,13048116461.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,VII.3,9.073.375.473.961,4.756.902.213.820,10.0,,9073375473961.0,4756902213820.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VII.4,8.989.801.418.151,3.434.694.564.513,11.0,,8989801418151.0,3434694564513.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),20,,83.574.055.810,1.322.207.649.307,20.0,,83574055810.0,1322207649307.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VII.5,5.940.883.938.532,5.128.130.127.876,21.0,,5940883938532.0,5128130127876.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VII.6,4.710.868.236.963,3.244.008.255.570,22.0,,4710868236963.0,3244008255570.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,291.396.806.443,327.706.664.781,23.0,,291396806443.0,327706664781.0
"8. Phần lãi hoặc (lỗ) trong công ty liên doanh, liên kết","8. Phần lãi hoặc (lỗ) trong công ty liên doanh, liên kết","8. Phần lãi hoặc (lỗ) trong công ty liên doanh, liên kết",24,,(6.155.240.237),(151.539.424.738),24.0,,-6155240237.0,-151539424738.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VII.7,533.971.724.119,291.975.056.813,25.0,,533971724119.0,291975056813.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VII.8,1.449.937.734.036,1.490.226.089.162,26.0,,1449937734036.0,1490226089162.0
11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 + 24 - 25 - 26),11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 + 24 - 25 - 26),11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 + 24 - 25 - 26),30,,(676.474.941.013),1.272.588.950.900,30.0,,-676474941013.0,1272588950900.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VII.9,405.929.354.905,1.075.033.533.475,31.0,,405929354905.0,1075033533475.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VII.10,2.285.118.688.241,348.740.792.825,32.0,,2285118688241.0,348740792825.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,(1.879.189.333.336),726.292.740.650,40.0,,-1879189333336.0,726292740650.0
15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,(2.555.664.274.349),1.998.881.691.550,50.0,,-2555664274349.0,1998881691550.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,VII.12,861.820.090.664,408.200.850.882,51.0,,861820090664.0,408200850882.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,VII.12,977.157.838.690,1.104.816.315.770,52.0,,977157838690.0,1104816315770.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),60,,(4.394.642.203.703),485.864.524.898,60.0,,-4394642203703.0,485864524898.0
19. Cổ đông của Công ty mẹ,19. Cổ đông của Công ty mẹ,19. Cổ đông của Công ty mẹ,61,,(6.454.779.904.770),605.578.220.113,61.0,,-6454779904770.0,605578220113.0
20. Cổ đông không kiểm soát,20. Cổ đông không kiểm soát,20. Cổ đông không kiểm soát,62,,2.060.137.701.067,(119.713.695.215),62.0,,2060137701067.0,-119713695215.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,VII.13,(3.310),311,70.0,,-3310.0,311.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,VII.14,(3.310),311,71.0,,-3310.0,311.0
