row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Phát sinh trong năm > Năm 2024,Phát sinh trong năm > Năm 2023,numeric__Tính chất giao dịch,numeric__Phát sinh trong năm > Năm 2024,numeric__Phát sinh trong năm > Năm 2023
1. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,1. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,1. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,Cho vay,-,17.272.000.000,,,17272000000.0
2. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,2. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,2. Công ty Cổ phần Đầu tư và Phát triển Bất động sản Open Land,Chi phí lãi vay,7.051.379.197,7.028.476.610,,7051379197.0,7028476610.0
3. Công ty Cổ phần NovaGroup,3. Công ty Cổ phần NovaGroup,3. Công ty Cổ phần NovaGroup,Nhận hỗ trợ tài chính,487.835.660.685,1.353.372.919.985,,487835660685.0,1353372919985.0
4. Công ty Cổ phần Diamond Properties,4. Công ty Cổ phần Diamond Properties,4. Công ty Cổ phần Diamond Properties,Nhận hỗ trợ tài chính,192.296.828.788,300.968.140.076,,192296828788.0,300968140076.0
