row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,47.291.024.358.614,45.302.850.042.403,400.0,,47291024358614.0,45302850042403.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,VI.26,47.291.024.358.614,45.302.850.042.403,410.0,,47291024358614.0,45302850042403.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,19.501.045.380.000,19.501.045.380.000,411.0,,19501045380000.0,19501045380000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,19.501.045.380.000,19.501.045.380.000,,,19501045380000.0,19501045380000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,5.051.601.924.626,5.051.601.924.626,412.0,,5051601924626.0,5051601924626.0
"3. Lợi nhuận sau thuế (""LNST"") chưa phân phối","3. Lợi nhuận sau thuế (""LNST"") chưa phân phối","3. Lợi nhuận sau thuế (""LNST"") chưa phân phối",421,,13.281.118.742.079,13.494.207.570.271,421.0,,13281118742079.0,13494207570271.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,13.494.207.570.271,12.888.775.711.396,,,13494207570271.0,12888775711396.0
- LNST chưa phân phối năm này,- LNST chưa phân phối năm này,- LNST chưa phân phối năm này,421b,,(213.088.828.192),605.431.858.875,,,-213088828192.0,605431858875.0
4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,4. Lợi ích cổ đông không kiểm soát,429,,9.457.258.311.909,7.255.995.167.506,429.0,,9457258311909.0,7255995167506.0
TỔNG CỘNG NGUỒN VỐN (440 =300+400),TỔNG CỘNG NGUỒN VỐN (440 =300+400),TỔNG CỘNG NGUỒN VỐN (440 =300+400),440,,237.777.980.657.656,241.486.379.543.125,440.0,,237777980657656.0,241486379543125.0
