row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),200,,29.946.901.858.972,50.331.560.521.272,200.0,,29946901858972.0,50331560521272.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,15.900.998.378.910,34.560.075.860.276,210.0,,15900998378910.0,34560075860276.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,VI.3b,-,86.080.000.000,211.0,,,86080000000.0
2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,215,VI.5b,176.200.000.000,176.200.000.000,215.0,,176200000000.0,176200000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,VI.6b,15.741.300.378.910,34.297.901.289.784,216.0,,15741300378910.0,34297901289784.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,VI.7b,(16.502.000.000),(105.429.508),219.0,,-16502000000.0,-105429508.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.937.682.347.954,2.401.389.820.394,220.0,,1937682347954.0,2401389820394.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,VI.11,1.875.694.928.140,2.331.565.433.184,221.0,,1875694928140.0,2331565433184.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.286.171.400.171,2.684.512.946.723,222.0,,2286171400171.0,2684512946723.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(410.476.472.031),(352.947.513.539),223.0,,-410476472031.0,-352947513539.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,VI.12,61.987.419.814,69.824.387.210,227.0,,61987419814.0,69824387210.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,170.305.186.522,170.305.186.522,228.0,,170305186522.0,170305186522.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(108.317.766.708),(100.480.799.312),229.0,,-108317766708.0,-100480799312.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,VI.13,5.737.179.048.000,5.543.248.882.224,230.0,,5737179048000.0,5543248882224.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,6.503.656.915.369,6.114.620.064.517,231.0,,6503656915369.0,6114620064517.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(766.477.867.369),(571.371.182.293),232.0,,-766477867369.0,-571371182293.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,544.001.499.525,528.661.491.035,240.0,,544001499525.0,528661491035.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,VI.14,181.998.060.395,181.998.060.395,241.0,,181998060395.0,181998060395.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,VI.15,362.003.439.130,346.663.430.640,242.0,,362003439130.0,346663430640.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,1.709.377.159.826,1.728.050.951.949,250.0,,1709377159826.0,1728050951949.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,VI.2b,1.411.340.774.269,1.423.136.037.351,252.0,,1411340774269.0,1423136037351.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,VI.2c,302.340.514.598,304.914.914.598,253.0,,302340514598.0,304914914598.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,VI.2c,(4.304.129.041),-,254.0,,-4304129041.0,
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,4.117.663.424.757,5.570.133.515.394,260.0,,4117663424757.0,5570133515394.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,VI.9b,1.500.140.582.061,1.689.485.786.703,261.0,,1500140582061.0,1689485786703.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,VI.25,141.684.358.122,183.870.469.256,262.0,,141684358122.0,183870469256.0
3. Lợi thế thương mại,3. Lợi thế thương mại,3. Lợi thế thương mại,269,VI.10,2.475.838.484.574,3.696.777.259.435,269.0,,2475838484574.0,3696777259435.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,237.777.980.657.656,241.486.379.543.125,270.0,,237777980657656.0,241486379543125.0
