row_label_raw,row_label_full,col_0,31/12/2024 > Giá gốc,31/12/2024 > Giá trị ghi số,01/01/2024 > Giá gốc,01/01/2024 > Giá trị ghi số,numeric__31/12/2024 > Giá gốc,numeric__31/12/2024 > Giá trị ghi số,numeric__01/01/2024 > Giá gốc,numeric__01/01/2024 > Giá trị ghi số
Tiền gửi có kỳ hạn (1),Tiền gửi có kỳ hạn (1),Tiền gửi có kỳ hạn (1),29.234.616.194,29.234.616.194,40.346.843.256,40.346.843.256,29234616194.0,29234616194.0,40346843256.0,40346843256.0
Trái phiếu (2),Trái phiếu (2),Trái phiếu (2),2.023.600.000,2.023.600.000,3.161.000.000,3.161.000.000,2023600000.0,2023600000.0,3161000000.0,3161000000.0
Cộng,Cộng,Cộng,31.258.216.194,31.258.216.194,43.507.843.256,43.507.843.256,31258216194.0,31258216194.0,43507843256.0,43507843256.0
