row_label_raw,row_label_full,col_0,Ngắn hạn,Dài hạn,Cộng,numeric__Ngắn hạn,numeric__Dài hạn,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,19.111.447.884,261.472.644.251,280.584.092.135,19111447884.0,261472644251.0,280584092135.0
Tăng do trích lập,Tăng do trích lập,Tăng do trích lập,-,59.186.008.590,59.186.008.590,,59186008590.0,59186008590.0
Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,16.226.958.577,(16.226.958.577),-,16226958577.0,-16226958577.0,
Số đã sử dụng,Số đã sử dụng,Số đã sử dụng,(46.077.500),(1.889.087.010),(1.935.164.510),-46077500.0,-1889087010.0,-1935164510.0
Số hoàn nhập,Số hoàn nhập,Số hoàn nhập,(23.703.828.717),(24.195.262.800),(47.899.091.517),-23703828717.0,-24195262800.0,-47899091517.0
Số cuối năm,Số cuối năm,Số cuối năm,11.588.500.244,278.347.344.454,289.935.844.698,11588500244.0,278347344454.0,289935844698.0
