row_label_raw,row_label_full,I.7.1 Danh sách các công ty con,I.7.1 Danh sách các công ty con_1,I.7.1 Danh sách các công ty con_2,I.7.1 Danh sách các công ty con_3,I.7.1 Danh sách các công ty con_4,I.7.1 Danh sách các công ty con_5,I.7.1 Danh sách các công ty con_6,I.7.1 Danh sách các công ty con_7,numeric__I.7.1 Danh sách các công ty con_1,numeric__I.7.1 Danh sách các công ty con_2,numeric__I.7.1 Danh sách các công ty con_3,numeric__I.7.1 Danh sách các công ty con_4,numeric__I.7.1 Danh sách các công ty con_5,numeric__I.7.1 Danh sách các công ty con_6,numeric__I.7.1 Danh sách các công ty con_7
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,31/12/2024,31/12/2024,01/01/2024,01/01/2024,,,,,,,
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),,,,,,,
67,STT > 67,67,Công ty TNHH Đầu tư và Phát triển Bất động sản Cửu Long,"Phường Bến Thành, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,99","100,00","99,99","100,00",,,,99.99,100.0,99.99,100.0
68,STT > 68,68,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,95","99,96","99,95","99,96",,,,99.95,99.96,99.95,99.96
69,STT > 69,69,Công ty Cổ phần Đầu tư Bất động sản Trường Tây,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,97","99,98","99,97","99,98",,,,99.97,99.98,99.97,99.98
70,STT > 70,70,Công ty TNHH Bất động sản Bảo Phúc,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
71,STT > 71,71,Công ty Cổ phần Đầu tư Bất động sản Trường Thạnh,"Phường 08, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","100,00","99,99","100,00",,,,99.99,100.0,99.99,100.0
72,STT > 72,72,Công ty TNHH Bất động sản Thế Kỳ Hoàng Kim,"Phường 13, Quận 4, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
73,STT > 73,73,Công ty Cổ phần Nova Final Solution,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
74,STT > 74,74,Công ty TNHH Bất động sản Đà Lạt Lake,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"99,98","100,00","99,98","100,00",,,,99.98,100.0,99.98,100.0
75,STT > 75,75,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,"Phường Võ Thị Sáu, Quận 3, TP.HCM",Kinh doanh bất động sản,"99,82","99,83","99,82","99,83",,,,99.82,99.83,99.82,99.83
76,STT > 76,76,Công ty TNHH Bất động sản Phúc Hoa,"Phường 12, Quận 10, TP.HCM",Kinh doanh bất động sản,"69,97","99,99","69,97","99,99",,,,69.97,99.99,69.97,99.99
77,STT > 77,77,Công ty TNHH Đầu tư Bất động sản Long Hưng Phát,"Xã Long Hưng, TP.Biên Hoà, Đồng Nai",Kinh doanh bất động sản,"79,98","100,00","79,98","100,00",,,,79.98,100.0,79.98,100.0
78,STT > 78,78,Công ty TNHH Tu vấn Long Hưng Phát,"Phường Bến Nghé, Quận 1, TP.HCM",Hoạt động tư vấn quản lý,"79,98","80,00","79,98","80,00",,,,79.98,80.0,79.98,80.0
79,STT > 79,79,Công ty Cổ phần Dịch vụ Đầu tư Lucky House,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
80,STT > 80,80,Công ty Cổ phần Đầu tư Liberty,"Phường Bến Nghé, Quận 1, TP.HCM","Tu vấn, môi giới, đầu giá bất động sản, quyền sử dụng đất","99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
81,STT > 81,81,Công ty TNHH Đầu tư Phát triển Bất động sản An Phú Đông,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
82,STT > 82,82,Công ty Cổ phần Nova Holiday (i),"Phường Bến Nghé, Quận 1, TP.HCM",Dịch vụ lưu trú ngắn ngày,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
83,STT > 83,83,Công ty Cổ phần Phát Triển Đất Việt,"Phường Cõ Giang, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,67","99,69","99,67","99,69",,,,99.67,99.69,99.67,99.69
84,STT > 84,84,Công ty Cổ phần Global Membership (tên gọi trước đây là Công ty Cổ phần Big Ben Holiday),"Phường Bến Nghé, Quận 1, TP.HCM",Dịch vụ lưu trú ngắn ngày,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
85,STT > 85,85,Công ty TNHH Đầu tư và Phát triển bất động sản Green Land,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"69,97","100,00","69,97","100,00",,,,69.97,100.0,69.97,100.0
86,STT > 86,86,Công ty TNHH Đầu tư Trúc Quỳnh,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","100,00","99,99","100,00",,,,99.99,100.0,99.99,100.0
