row_label_raw,row_label_full,Tỷ lệ sở hữu (%),31/12/2024 > Giá gốc,31/12/2024 > Dự phòng,31/12/2024 > Giá trị hợp lý,01/01/2024 > Tỷ lệ sở hữu (%),01/01/2024 > Giá gốc,01/01/2024 > Dự phòng,01/01/2024 > Giá trị hợp lý,numeric__31/12/2024 > Giá gốc,numeric__31/12/2024 > Dự phòng,numeric__31/12/2024 > Giá trị hợp lý,numeric__01/01/2024 > Tỷ lệ sở hữu (%),numeric__01/01/2024 > Giá gốc,numeric__01/01/2024 > Dự phòng,numeric__01/01/2024 > Giá trị hợp lý
"10,00%","10,00%","10,00%",271.075.164.598,-,(*),"10,00%",271.075.164.598,-,(*),271075164598.0,,,0.1,271075164598.0,,
"15,00%","15,00%","15,00%",15.000.000.000,(3.854.129.041),(*),"15,00%",15.000.000.000,-,(*),15000000000.0,-3854129041.0,,0.15,15000000000.0,,
"7,98%","7,98%","7,98%",6.425.600.000,-,(*),"7,98%",9.000.000.000,-,(*),6425600000.0,,,0.07980000000000001,9000000000.0,,
"11,32%","11,32%","11,32%",7.939.750.000,-,(*),"11,32%",7.939.750.000,-,(*),7939750000.0,,,0.11320000000000001,7939750000.0,,
"5,00%","5,00%","5,00%",1.000.000.000,-,(*),"5,00%",1.000.000.000,-,(*),1000000000.0,,,0.05,1000000000.0,,
"9,00%","9,00%","9,00%",450.000.000,-,(*),"9,00%",450.000.000,-,(*),450000000.0,,,0.09,450000000.0,,
"9,00%","9,00%","9,00%",450.000.000,(450.000.000),(*),"9,00%",450.000.000,-,(*),450000000.0,-450000000.0,,0.09,450000000.0,,
,,,302.340.514.598,(4.304.129.041),,,304.914.914.598,-,,302340514598.0,-4304129041.0,,,304914914598.0,,
