row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),,,,,,,
33,STT > 33,33,Công ty Cổ phần Đầu tư Du lịch Trùng Dương,"Xã Tiến Thành, TP. Phan Thiết, Tỉnh Bình Thuận",Dịch vụ lưu trú ngắn ngày,"99,36","99,50","99,36","99,50",,,,99.36,99.5,99.36,99.5
34,STT > 34,34,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,"Phường Phú Thủy, TP.Phan Thiết, Bình Thuận",Dịch vụ lưu trú ngắn ngày,"95,79","95,80","95,79","95,80",,,,95.79,95.8,95.79,95.8
35,STT > 35,35,Công ty Cổ phần Huỳnh Gia Huy,"Phường Müi Né và Phường Hàm Tiên, TP. Phan Thiết,",Dịch vụ lưu trú ngắn ngày,-,-,"99,98","99,98",,,,,,99.98,99.98
36,STT > 36,36,Công ty Cổ phần Nova Richstar,"Phường Hiệp Tân, Quận Tân Phú, TP.HCM","Kinh doanh bất động sản, cho thuê nhà xuống, kho","99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
37,STT > 37,37,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,"Phường 13, Quận 4, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
38,STT > 38,38,Công ty TNHH Tập đoàn Đầu tư KM,"Phường Bến Nghé, Quận 1, TP.HCM",Tư vấn đầu tư,"99,85","99,90","99,85","99,90",,,,99.85,99.9,99.85,99.9
39,STT > 39,39,Công ty Cổ phần Đức Tân,"Xã Tiến Thành, TP. Phan Thiết, Tỉnh Bình Thuận",Dịch vụ lưu trú ngắn ngày,"99,85","100,00","99,85","100,00",,,,99.85,100.0,99.85,100.0
40,STT > 40,40,Công ty TNHH Du lịch Bình An,"Phường 2, TP. Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",Dịch vụ lưu trú ngắn ngày,"99,97","99,99","99,97","99,99",,,,99.97,99.99,99.97,99.99
41,STT > 41,41,Công ty Cổ phần Hoàn Vũ,"Xã Bình Châu, Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",Kinh doanh bất động sản,"99,87","99,89","99,87","99,89",,,,99.87,99.89,99.87,99.89
42,STT > 42,42,Công ty TNHH Thành phố Aqua,"Xã Long Hưng, TP.Biên Hoà, Đồng Nai",Kinh doanh bất động sản,"69,98","70,00","69,98","70,00",,,,69.98,70.0,69.98,70.0
43,STT > 43,43,Công ty TNHH The Forest City,"Xã Bình Châu, Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",Kinh doanh bất động sản,"99,88","99,90","99,88","99,90",,,,99.88,99.9,99.88,99.9
44,STT > 44,44,Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,"Phường An Khánh , TP.Thù Đức, TP.HCM",Kinh doanh bất động sản,"98,97","98,97","98,97","98,97",,,,98.97,98.97,98.97,98.97
45,STT > 45,45,Công ty Cổ phần Cao ốc Phương Đông,"Phường 25, Quận Bình Thạnh, TP.HCM",Kinh doanh bất động sản,"99,89","99,89","99,89","99,89",,,,99.89,99.89,99.89,99.89
46,STT > 46,46,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,"Phường Phú Thủy, TP. Phan Thiết, Tỉnh Bình Thuận",Dịch vụ lưu trú ngắn ngày,"96,14","96,15","96,14","96,15",,,,96.14,96.15,96.14,96.15
47,STT > 47,47,Công ty TNHH Delta - Valley Bình Thuận,"Xã Tiến Thành, TP.Phan Thiết, Bình Thuận",Kinh doanh bất động sản,"99,85","100,00","99,85","100,00",,,,99.85,100.0,99.85,100.0
48,STT > 48,48,Công ty TNHH Bất động sản Gia Phú,"Phường Võ Thị Sáu, Quận 3, TP.HCM",Kinh doanh bất động sản,"99,98","99,99","99,98","99,99",,,,99.98,99.99,99.98,99.99
49,STT > 49,49,Công ty Cổ phần Bất động sản Nova Lexington,"Phường An Phú, Thành phố Thủ Đức, TP.HCM",Kinh doanh bất động sản,"99,95","99,97","99,95","99,97",,,,99.95,99.97,99.95,99.97
50,STT > 50,50,Công ty TNHH Đầu tư và Phát triển Phước Long,"Phường 08, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
51,STT > 51,51,Công ty Cổ phần Địa ốc Nhật Hoa,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"99,80","99,98","99,80","99,98",,,,99.8,99.98,99.8,99.98
52,STT > 52,52,Công ty TNHH Thương mại Đầu tư Địa Ốc 38,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
53,STT > 53,53,Công ty Cổ phần Thạnh Mỹ Lợi,"Phường 09, Quận 3, TP.HCM",Kinh doanh bất động sản,"51,48","70,00","69,75","70,00",,,,51.48,70.0,69.75,70.0
54,STT > 54,54,Công ty Cổ phần Bất động sản Thịnh Vương,"Phường 5, Quận Bình Thạnh, TP.HCM",Kinh doanh bất động sản,"99,98","99,98","99,98","99,98",,,,99.98,99.98,99.98,99.98
55,STT > 55,55,Công ty Cổ phần Đầu tư Tổng hợp Müi Né,"Phường Müi Né, TP. Phan Thiết, Tỉnh Bình Thuận",Xây dựng khu du lịch,"99,38","99,99","99,38","99,99",,,,99.38,99.99,99.38,99.99
56,STT > 56,56,Công ty Cổ phần Đầu tư và Bất động sản Ngọc Uyên,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","100,00","99,99","100,00",,,,99.99,100.0,99.99,100.0
57,STT > 57,57,Công ty Cổ phần Đầu tư và Phát triển bất động sản Thuận Phát,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
