row_label_raw,row_label_full,Tên công ty liên kết,01/01/2024 > Giá trị hợp lý,01/01/2024 > Giá trị ghi sổ,"Biến động khoản đầu tư trong năm > Phân chia lãi/(lỗ) từ các công ty liên kết, liên doanh",Biến động khoản đầu tư trong năm > Cổ tức đã nhận trong năm,31/12/2024 > Giá trị ghi sổ,31/12/2024 > Giá trị hợp lý,numeric__01/01/2024 > Giá trị hợp lý,numeric__01/01/2024 > Giá trị ghi sổ,"numeric__Biến động khoản đầu tư trong năm > Phân chia lãi/(lỗ) từ các công ty liên kết, liên doanh",numeric__Biến động khoản đầu tư trong năm > Cổ tức đã nhận trong năm,numeric__31/12/2024 > Giá trị ghi sổ,numeric__31/12/2024 > Giá trị hợp lý
1. Công ty Cổ phần Thương Mại Đầu tư Bất động sản Phú Trí,1. Công ty Cổ phần Thương Mại Đầu tư Bất động sản Phú Trí,1. Công ty Cổ phần Thương Mại Đầu tư Bất động sản Phú Trí,(*),581.990.289.067,(12.789.466.973),-,569.200.822.094,(*),,581990289067.0,-12789466973.0,,569200822094.0,
2. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 2,2. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 2,2. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 2,(*),387.134.653.122,(34.986.046),-,387.099.667.076,(*),,387134653122.0,-34986046.0,,387099667076.0,
3. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 1,3. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 1,3. Công ty TNHH Đô thị Dịch vụ Amata Long Thành 1,(*),349.1153.308.551,(36.125.748),-,369.117.182.803,(*),,3491153308551.0,-36125748.0,,369117182803.0,
4. Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,4. Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,4. Công ty Cổ phần Phát triển và Dịch vụ Nhà Bến Thành,(*),81.716.150.623,6.762.421.595,(5.640.022.845),82.838.549.373,(*),,81716150623.0,6762421595.0,-5640022845.0,82838549373.0,
5. Công ty Cổ phần Hùng Ngư Security,5. Công ty Cổ phần Hùng Ngư Security,5. Công ty Cổ phần Hùng Ngư Security,(*),2.340.154.249,(26.006.181),-,2.314.148.068,(*),,2340154249.0,-26006181.0,,2314148068.0,
6. Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,6. Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,6. Công ty Cổ phần Điện tử và Dịch vụ Công nghiệp Sài Gòn,(*),801.481.739,(31.076.884),-,770.404.855,(*),,801481739.0,-31076884.0,,770404855.0,
7. Công ty TNHH Sài Gòn Gôn,7. Công ty TNHH Sài Gòn Gôn,7. Công ty TNHH Sài Gòn Gôn,(*),-,-,-,-,(*),,,,,,
Cộng,7. Công ty TNHH Sài Gòn Gôn > Cộng,Cộng,,1.423.136.037.351,(6.155.240.237),(5.640.022.845),1.411.340.774.269,,,1423136037351.0,-6155240237.0,-5640022845.0,1411340774269.0,
