row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,(2.555.664.274.349),1.998.881.691.550,1.0,,-2555664274349.0,1998881691550.0
2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,,,,
"- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rè","2. Điều chỉnh cho các khoản : > - Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rè","- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rè",02,,1.553.032.140.045,1.106.459.385.516,2.0,,1553032140045.0,1106459385516.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản : > - Các khoản dự phòng,- Các khoản dự phòng,03,,340.901.656.636,220.560.611.591,3.0,,340901656636.0,220560611591.0
"- (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","2. Điều chỉnh cho các khoản : > - (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- (Lãi), lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,906.763.500.173,552.276.871.342,4.0,,906763500173.0,552276871342.0
"- (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)","2. Điều chỉnh cho các khoản : > - (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)","- (Lãi), lỗ từ hoạt động đầu tư (cổ tức, lãi tiền gửi, đầu tư khác)",05,,(724.297.919.592),(1.258.547.070.258),5.0,,-724297919592.0,-1258547070258.0
- Chi phí lãi vay và chi phí phát hành trái phiếu,2. Điều chỉnh cho các khoản : > - Chi phí lãi vay và chi phí phát hành trái phiếu,- Chi phí lãi vay và chi phí phát hành trái phiếu,06,,293.164.269.671,357.075.251.918,6.0,,293164269671.0,357075251918.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản : > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,(186.100.627.416),2.976.706.741.659,8.0,,-186100627416.0,2976706741659.0
- (Tăng)/giảm các khoản phải thu,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm các khoản phải thu,- (Tăng)/giảm các khoản phải thu,09,,11.428.809.770.160,11.750.687.223.303,9.0,,11428809770160.0,11750687223303.0
- (Tăng)/giảm hàng tồn kho,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm hàng tồn kho,- (Tăng)/giảm hàng tồn kho,10,,(2.135.609.451.531),(1.747.003.638.562),10.0,,-2135609451531.0,-1747003638562.0
"- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2. Điều chỉnh cho các khoản : > - Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",11,,(12.814.210.755.554),(15.994.763.032.194),11.0,,-12814210755554.0,-15994763032194.0
- (Tăng)/giảm chi phí trả trước,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm chi phí trả trước,- (Tăng)/giảm chi phí trả trước,12,,2.516.656.785,(104.770.211.896),12.0,,2516656785.0,-104770211896.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản : > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(1.697.582.324.023),(4.091.267.220.638),14.0,,-1697582324023.0,-4091267220638.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản : > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,,(569.001.384.074),(416.079.525.176),15.0,,-569001384074.0,-416079525176.0
