row_label_raw,row_label_full,Số dư đầu năm > Tăng mua trong năm,Năm 2024 > 1.689.485.786.703 > 290.240.971.028,Năm 2023 > 1.575.118.212.493 > 324.498.448.641,numeric__Năm 2024 > 1.689.485.786.703 > 290.240.971.028,numeric__Năm 2023 > 1.575.118.212.493 > 324.498.448.641
Chuyển từ XDCB dở dang,Chuyển từ XDCB dở dang,Chuyển từ XDCB dở dang,1.771.276.463,-,1771276463.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(276.621.784.449),(213.970.932.888),-276621784449.0,-213970932888.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(18.351.412.491),(516.481.364),-18351412491.0,-516481364.0
Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,Kết chuyển phân loại ngắn hạn/dài hạn,(186.384.255.193),4.356.539.821,-186384255193.0,4356539821.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.500.140.582.061,1.689.485.786.703,1500140582061.0,1689485786703.0
