row_label_raw,row_label_full,STT,Tên,Địa điểm,Hoạt động chính,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__Tên,numeric__Địa điểm,numeric__Hoạt động chính,numeric__31/12/2024,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
STT,STT,STT,Tên,Địa điểm,Hoạt động chính,Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),Tỷ lệ sở hữu (%),Tỷ lệ quyền biểu quyết (%),,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư Địa ốc No Va,"Phường Võ Thị Sáu, Quận 3, TP.HCM",Kinh doanh bất động sản,"99,97","99,97","99,97","99,97",,,,99.97,99.97,99.97,99.97
2,STT > 2,2,Công ty Cổ phần Địa ốc Thành Nhơn,"Phường Võ Thị Sáu, Quận 3, TP.HCM",Kinh doanh bất động sản,"99,99","100,00","99,99","100,00",,,,99.99,100.0,99.99,100.0
3,STT > 3,3,Công ty TNHH No Va Thảo Điền,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
4,STT > 4,4,Công ty TNHH Địa ốc No Va Mỹ Đình,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"67,15","67,15","99,99","99,99",,,,67.15,67.15,99.99,99.99
5,STT > 5,5,Công ty Cổ phần The Prince Residence,"Phường 12, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,96","99,96","99,96","99,96",,,,99.96,99.96,99.96,99.96
6,STT > 6,6,Công ty TNHH Đầu Tư Địa ốc Nova Saigon Royal,"Phường 13, Quận 4, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
7,STT > 7,7,Công ty Cổ phần Phát triển Đô thị Kỳ Nguyễn,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
8,STT > 8,8,Công ty Cổ phần Ngôi Nhà Mega,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"98,60","98,60","98,60","98,60",,,,98.6,98.6,98.6,98.6
9,STT > 9,9,Công ty TNHH Đầu tư và Bất động sản Tường Minh,"Xã Long Hưng, TP. Biên Hoà, Tỉnh Đồng Nai",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
10,STT > 10,10,Công ty TNHH Bất động sản Bách Hợp,"Phường Tân Hưng, Quận 7, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
11,STT > 11,11,Công ty TNHH Nova Rivergate,"Phường 06, Quận 4, TP.HCM",Kinh doanh bất động sản,"99,77","99,77","99,77","99,77",,,,99.77,99.77,99.77,99.77
12,STT > 12,12,Công ty Cổ phần Nova Princess Residence,"Phường 08, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,90","99,90","99,90","99,90",,,,99.9,99.9,99.9,99.9
13,STT > 13,13,Công ty TNHH Đầu tư và Phát triển Địa ốc Gia Huy,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"51,00","51,00","51,00","51,00",,,,51.0,51.0,51.0,51.0
14,STT > 14,14,Công ty Cổ phần Nova Festival,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"94,02","94,02","94,02","94,02",,,,94.02,94.02,94.02,94.02
15,STT > 15,15,Công ty TNHH Nova Lucky Palace,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
16,STT > 16,16,Công ty Cổ phần Nova Hospitality,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
17,STT > 17,17,Công ty TNHH Bất động sản Khải Hưng,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
18,STT > 18,18,Công ty TNHH Nova Sasco,"Phường 11, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"99,99","99,99","99,99","99,99",,,,99.99,99.99,99.99,99.99
19,STT > 19,19,Công ty TNHH Nova Nam Á,"Phường 09, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"92,71","92,71","92,71","92,71",,,,92.71,92.71,92.71,92.71
20,STT > 20,20,Công ty TNHH Nova Sagel,"Phường 09, Quận Phú Nhuận, TP.HCM",Kinh doanh bất động sản,"74,00","74,00","74,00","74,00",,,,74.0,74.0,74.0,74.0
21,STT > 21,21,Công ty TNHH Nova An Phú,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
22,STT > 22,22,Công ty TNHH Một thành viên Novaland Agent,"Phường Bến Nghé, Quận 1, TP.HCM",Kinh doanh bất động sản,"100,00","100,00","100,00","100,00",,,,100.0,100.0,100.0,100.0
