row_label_raw,row_label_full,col_0,01/01/2024,Số phát sinh tăng,Số phát sinh giảm (đã nộp/cấn trừ/khác),31/12/2024,numeric__01/01/2024,numeric__Số phát sinh tăng,numeric__Số phát sinh giảm (đã nộp/cấn trừ/khác),numeric__31/12/2024
a. Phải nộp,a. Phải nộp,a. Phải nộp,a. Phải nộp,a. Phải nộp,a. Phải nộp,a. Phải nộp,,,,
Tiền sử dụng đất (*),a. Phải nộp > Tiền sử dụng đất (*),Tiền sử dụng đất (*),33.670.934.393,5.121.085.706.698,68.355.501.353,5.086.401.139.738,33670934393.0,5121085706698.0,68355501353.0,5086401139738.0
Tiền phạt chậm nộp (*),a. Phải nộp > Tiền phạt chậm nộp (*),Tiền phạt chậm nộp (*),-,1.581.266.537.510,-,1.581.266.537.510,,1581266537510.0,,1581266537510.0
"Thuế thu nhập doanh nghiệp (""TNDN"")","a. Phải nộp > Thuế thu nhập doanh nghiệp (""TNDN"")","Thuế thu nhập doanh nghiệp (""TNDN"")",680.559.362.275,862.019.090.664,594.510.054.669,948.068.398.270,680559362275.0,862019090664.0,594510054669.0,948068398270.0
"Thuế giá trị gia tăng (""GTGT"") hàng bán nội địa","a. Phải nộp > Thuế giá trị gia tăng (""GTGT"") hàng bán nội địa","Thuế giá trị gia tăng (""GTGT"") hàng bán nội địa",315.749.991.241,628.383.656.861,688.443.571.505,255.690.076.597,315749991241.0,628383656861.0,688443571505.0,255690076597.0
Thuế thu nhập cá nhân,a. Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,5.912.893.907,59.436.353.324,59.770.856.543,5.578.390.688,5912893907.0,59436353324.0,59770856543.0,5578390688.0
Các loại thuế khác,a. Phải nộp > Các loại thuế khác,Các loại thuế khác,51.425.163.086,88.755.394.259,108.290.139.838,31.890.417.507,51425163086.0,88755394259.0,108290139838.0,31890417507.0
Cộng,a. Phải nộp > Cộng,Cộng,1.087.318.344.902,8.340.946.739.316,1.519.370.123.908,7.908.894.960.310,1087318344902.0,8340946739316.0,1519370123908.0,7908894960310.0
