row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,1. Tiền trả lại vốn góp cho cổ đông không kiểm soát của công ty con,32,,(413.083.000),(15.000.000),32.0,,-413083000.0,-15000000.0
2. Tiền thu từ đi vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,,6.089.223.623.609,4.876.386.461.232,33.0,,6089223623609.0,4876386461232.0
3. Tiền trả nợ gốc vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,,(3.132.621.801.283),(9.586.061.924.937),34.0,,-3132621801283.0,-9586061924937.0
4. Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,4. Tiền chi trả cổ tức của các công ty con chia cho cổ đông không kiểm soát,36,,(33.759.401),(25.239.053),36.0,,-33759401.0,-25239053.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,2.956.154.979.925,(4.709.715.702.758),40.0,,2956154979925.0,-4709715702758.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,1.195.080.240.980,(5.187.648.857.368),50.0,,1195080240980.0,-5187648857368.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,,3.412.524.436.724,8.600.170.523.502,60.0,,3412524436724.0,8600170523502.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(2.756.021),2.770.590,61.0,,-2756021.0,2770590.0
Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),Tiền và tương đương tiền cuối năm (\( 70 = 50 + 60 + 61 \)),70,VL1,4.607.601.921.683,3.412.524.436.724,70.0,,4607601921683.0,3412524436724.0
