row_label_raw,row_label_full,Số dư đầu năm > Phân bổ trong năm,Năm 2024 > 3.696.777.259.435 > (847.540.135.684),Năm 2023 > 4.544.317.395.119 > (847.540.135.684),numeric__Năm 2024 > 3.696.777.259.435 > (847.540.135.684),numeric__Năm 2023 > 4.544.317.395.119 > (847.540.135.684)
Giảm do thay đổi tỷ lệ sở hữu,Giảm do thay đổi tỷ lệ sở hữu,Giảm do thay đổi tỷ lệ sở hữu,(373.398.639.177),-,-373398639177.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.475.838.484.574,3.696.777.259.435,2475838484574.0,3696777259435.0
